program_name,account_id,account_name,region,incorporated_country,Access,GRI,secondary_expansion,ticker,Symbol_1,Year,Market_Cap,Employee_Count,ebitda,Revenue,grossProfit,netIncome,reportedCurrency,cashAndCashEquivalents,shortTermInvestments,longTermInvestments,totalAssets,totalLiabilities,totalInvestments,totalDebt,totalEquity
Climate Change,261,"Aeon Mall Co., Ltd.",Japan,Japan,Public,Real Estate,"Benchmark,Japan,Water Japan",8905 JP,8905.T,2017,501250738960,,89888000000,288111000000,76069000000,30542000000,JPY,54586000000,-130449000000,133016000000,1123781000000,738222000000,2567000000,459431000000,385559000000
Climate Change,256,Aeroflot,Eastern Europe,Russia,Public,Air Transportation - Airlines,"Environmental,Transportation,Russia",AFLT RM,AFLT,2017,,,,,,,JPY,,,,,,,,
Climate Change,31144,ÅF AB,Nordics,Sweden,Public,Professional Services,Nordic,AFB SS,AFB.ST,2017,,,,,,,JPY,,,,,,,,
Climate Change,362,AFLAC Incorporated,USA,USA,Public,"Banks, Diverse Financials, Insurance","Benchmark,FTSE All-World,Global 500,S&P 500,CCGR1800",AFL US,AFL,2017,34423717020,6081,4258000000,21667000000,21667000000,4371000000,USD,3491000000,85336000000,116766000000,137217000000,112852000000,123659000000,5289000000,24365000000
Climate Change,372,African Rainbow Minerals,Africa,South Africa,Public,"Mining - Iron, Aluminum, Other Metals","Benchmark,Carbon Action,CCGR1800,Environmental,South Africa,Mining & Metals,Water South Africa",ARI SJ,ARI.JO,2017,25474456320,,6033000000,8346000000,1423000000,4562000000,ZAR,2160000000,0,0,34305000000,6927000000,18863000000,2296000000,27378000000
Climate Change,31521,AFYON ÇIMENTO SANAYI T.A.S.,Middle East,Turkey,Public,Construction Materials,Turkey,AFYON TI,AFYON.IS,2017,,,,,,,ZAR,,,,,,,,
Climate Change,383,Aggreko,United Kingdom,United Kingdom,Public,Trading Companies & Distributors and Commercial Services & Supplies,"Benchmark,FTSE 600,FTSE 725,CCGR1800,FTSE 350,FTSE 250",AGK LN,AGK.L,2017,,,542000,1698000,920000,102000,GBP,71000,11000,-42000000,2575000,1261000,11000,725000,1314000
Climate Change,391,Agilent Technologies Inc.,USA,USA,Public,"Pharmaceuticals, Biotechnology & Life Sciences","Benchmark,FTSE All-World,S&P 500,CCGR1800",A US,A,2017,21631310000,13500,1094000000,4472000000,2409000000,684000000,USD,2678000000,0,138000000,8429000000,3599000000,138000000,2011000000,4830000000
Climate Change,34266,Agility Public Warehousing Co K.S.C.,DACH,Switzerland,Public,Air Freight transportation and Logistics,Self selected companies climate change,AGLTY UH,AGLTY,2017,,,,,,,USD,,,,,,,,
Climate Change,351,AGL Energy,Australia & NZ,Australia,Public,"Electric Utilities & Independent Power Producers & Energy Traders (including fossil, alternative and nuclear energy)","Benchmark,Australia,Australasia,ASX 200,ASX 100,Water Australia,Carbon Action,CCGR1800,Environmental,Electric Utilities",AGL AU,AGL.AX,2017,15997611918,,2028000000,12584000000,3386000000,539000000,AUD,154000000,2000000,113000000,14458000000,6884000000,115000000,3346000000,7574000000
Climate Change,350,Agnico-Eagle Mines Limited,Canada,Canada,Public,Mining - Other (Precious Metals and Gems),"Benchmark,Carbon Action,Mining & Metals,CCGR1800,Environmental,Canada",AEM CN,AEM.TO,2017,13460404640,,930738000,2242604000,676023000,243887000,USD,632978000,133694000,0,7865601000,2918610000,133694000,1375263000,4946991000
Climate Change,345,Agrium Inc.,Canada,Canada,Public,Chemicals,"Benchmark,FTSE All-World,Carbon Action,CCGR1800,Environmental,Canada,Chemicals",AGU CN,AGU.TO,2017,,,,,,,USD,,,,,,,,
Climate Change,7814,Aimia Inc.,Canada,Canada,Public,Media,Self selected companies climate change,AIM CN,AIM.TO,2017,569628913,,160400000,1624400000,440800000,-270500000,CAD,489900000,65200000,358800000,4069700000,4312700000,424000000,449300000,-243000000
Climate Change,427,Air Canada,Canada,Canada,Public,Air Transportation - Airlines,"Canada,Transportation,Carbon Action,CCGR1800,Environmental",AC CN,AC.TO,2017,7065239727,,2352000000,16252000000,3814000000,2038000000,CAD,642000000,3162000000,465000000,17698000000,14319000000,3627000000,6119000000,3379000000
Climate Change,429,Air France - KLM,France,France,Public,Air Transportation - Airlines,"Carbon Action,CCGR1800,Environmental,France,Transportation",AF FP,AF.PA,2017,29244142858,,1471000000,25784000000,8642000000,-274000000,EUR,4673000000,134000000,851000000,24408000000,21393000000,994000000,7448000000,3002000000
Climate Change,432,Air Liquide,France,France,Public,Chemicals,"Benchmark,FTSE All-World,Global 500,Carbon Action,Chemicals,Water Global 500,CCGR1800,Environmental,France,Euro",AI FP,AI.PA,2017,45004784523,,4862400000,20349300000,12628500000,2199600000,EUR,1656100000,300000,340300000,41027300000,24308900000,340600000,15027000000,16718400000
Climate Change,435,"Air Products & Chemicals, Inc.",USA,USA,Public,Chemicals,"Benchmark,FTSE All-World,Global 500,Carbon Action,S&P 500,Chemicals,CCGR1800,Environmental,Water S&P 500,Water Global 500",APD US,APD,2017,35917112000,15300,2746200000,8187600000,2434200000,3000400000,USD,3273600000,404000000,1286900000,18467200000,8281700000,1690900000,3962800000,10185500000
Climate Change,21770,Airbus,Benelux,Netherlands,Public,Aerospace & Defense,"Benchmark,FTSE All-World,Global 500,Carbon Action,Transportation,CCGR1800,Environmental,France,Euro,Water Global 500",AIR FP,AIR.PA,2017,64272277238,,6408000000,66767000000,7607000000,2873000000,EUR,12016000000,2156000000,14425000000,113937000000,100586000000,16905000000,9947000000,13348000000
Climate Change,41796,AIS,USA,USA,Public,Trading Companies & Distributors and Commercial Services & Supplies,Self selected companies climate change,2266328Z US,2266328Z,2017,,,,,,,EUR,,,,,,,,
Climate Change,399,"Aisin Seiki Co., Ltd.",Japan,Japan,Public,Automobiles & Components,"Benchmark,FTSE All-World,Carbon Action,Japan,CCGR1800,Water Japan",7259 JP,7259.T,2017,1725874500000,,493684000000,3908937000000,536957000000,134551000000,JPY,406508000000,88575000000,509512000000,3527910000000,1724782000000,598087000000,517543000000,1803128000000
Climate Change,403,AIXTRON SE,DACH,Germany,Public,Semiconductors & Semiconductors Equipment,DACH,AIXA GR,AIXA.DE,2017,1303181272,,-491000,230382000,73991000,6528000,EUR,226526000,20000000,0,455117000,86211000,20000000,0,368906000
Climate Change,394,Ajinomoto Co.Inc.,Japan,Japan,Public,Food & Beverage Processing,"Benchmark,FTSE All-World,Carbon Action,Japan,CCGR1800,Environmental,Water Japan,Chemicals",2802 JP,2802.T,2017,1205063118000,,144686000000,1150209000000,397430000000,60741000000,JPY,187869000000,10615000000,190617000000,1425859000000,705313000000,201232000000,336276000000,720546000000
Climate Change,454,Akamai Technologies Inc,USA,USA,Public,Software & Services,"Benchmark,FTSE All-World,S&P 500",AKAM US,AKAM,2017,11019662094,3594,785531000,2502996000,1627238000,218321000,USD,313382000,398554000,567592000,4602844000,1292121000,966146000,662913000,3310723000
Climate Change,449,AKBANK T.A.S.,Middle East,Turkey,Public,"Banks, Diverse Financials, Insurance","Benchmark,Emerging Markets,Turkey",AKBNK TI,AKBNK.IS,2017,39419419000,,21026674000,14975427000,14975427000,6020273000,TRY,46945251000,0,71208966000,341609957000,51416914000,71208966000,51416914000,40613572000
Climate Change,35233,AKÇANSA ÇIMENTO SANAYI VE TICARET A.S.,Middle East,Turkey,Public,Construction Materials,CCGR1800,AKCNS TI,AKCNS.IS,2017,,,,,,,TRY,,,,,,,,
Climate Change,21112,AKENERJI ELEKTRIK ÜRETIM A.S.,Middle East,Turkey,Public,"Electric Utilities & Independent Power Producers & Energy Traders (including fossil, alternative and nuclear energy)","Turkey,CCGR1800,Environmental,Electric Utilities",AKENR TI,AKENR.IS,2017,,,,,,,TRY,,,,,,,,
Climate Change,457,Aker ASA,Nordics,Norway,Public,"Banks, Diverse Financials, Insurance",Nordic,AKER NO,AKER.OL,2017,29922321611,,6693000000,39302000000,22085000000,1517000000,NOK,8103000000,-5616000000,28659000000,84588000000,44528000000,23043000000,28213000000,40060000000
Climate Change,458,Aktia Bank,Nordics,Finland,Public,"Banks, Diverse Financials, Insurance",Nordic,AKTAV FH,AKTAV.HE,2017,,,,,,,NOK,,,,,,,,
Climate Change,462,AkzoNobel,Benelux,Netherlands,Public,Chemicals,"Benchmark,FTSE All-World,Carbon Action,CCGR1800,Environmental,Euro,Benelux,Chemicals",AKZA NA,AKZA.AS,2017,18423508912,,1477000000,9612000000,4234000000,832000000,EUR,1322000000,764000000,424000000,16178000000,9871000000,1188000000,3273000000,6307000000
Climate Change,31563,ALBARAKA TÜRK KATILIM BANKASI A.S.,Middle East,Turkey,Public,"Banks, Diverse Financials, Insurance",Turkey,ALBRK TI,ALBRK.IS,2017,1394335065,,1742654000,1573672000,1535827000,250239000,TRY,6645650000,0,161906000,36331707000,33686492000,161906000,7330158000,2489168000
Climate Change,511,Alcoa Corp.,USA,USA,Public,"Mining - Iron, Aluminum, Other Metals","Benchmark,Carbon Action,CCGR1800,Environmental,Mining & Metals",AA US,AA,2017,9952398947,14600,2324000000,11780000000,2020000000,217000000,USD,1358000000,0,1410000000,17447000000,10652000000,1410000000,1404000000,6795000000
Climate Change,528,Alfa Laval Corporate AB,Nordics,Sweden,Public,Electrical Equipment and Machinery,"Benchmark,Nordic",ALFA SS,ALFA.ST,2017,81290633847,,6194000000,35314000000,11935000000,2976000000,SEK,3137000000,1198000000,-1163000000,52549000000,32049000000,35000000,12707000000,20398000000
Climate Change,524,Algonquin Power & Utilities Corporation,Canada,Canada,Public,"Electric Utilities & Independent Power Producers & Energy Traders (including fossil, alternative and nuclear energy)","Carbon Action,Environmental,Electric Utilities,Canada",AQN CN,AQN.TO,2017,6085466564,,650869184,1572810337,1166925646,153553876,USD,43379721,0,67170576,8376648111,5023037773,67170576,3073172166,3353610337
Climate Change,533,Allergan plc,USA,USA,Public,"Pharmaceuticals, Biotechnology & Life Sciences","Benchmark,FTSE All-World,Global 500,Carbon Action,S&P 500,CCGR1800,Water S&P 500,Water Global 500",AGN UN,AGN,2017,,,-2331700000,15940700000,13772700000,-4125500000,USD,1817200000,4632100000,184700000,118341900000,44520800000,4816800000,30075300000,73821100000
Climate Change,40183,Alliance Data Systems,USA,USA,Public,Software & Services,"Benchmark,FTSE All-World,S&P 500",ADS US,ADS,2017,11187190000,,1578700000,7719400000,2718800000,788700000,USD,4190000000,515200000,-642000000,30684800000,28829500000,-642000000,14886900000,1855300000
Climate Change,593,Allianz SE,DACH,Germany,Public,"Banks, Diverse Financials, Insurance","Benchmark,FTSE All-World,Global 500,CCGR1800,DACH,Euro",ALV GR,ALV.DE,2017,84576673498,,12437000000,107432000000,107432000000,6803000000,EUR,17120000000,520397000000,540800000000,901300000000,832698000000,1061197000000,35637000000,65553000000
Climate Change,597,Allied Electronics Corporation Ltd (Altron),Africa,South Africa,Public,Telecommunication Services,Self selected companies climate change,AEL SJ,AEL.JO,2017,441756602895,,1178000000,14743000000,1035000000,187000000,ZAR,768000000,0,0,9458000000,6913000000,135000000,2699000000,2545000000
Climate Change,600,Allied Irish Banks plc,Ireland,Ireland,Public,"Banks, Diverse Financials, Insurance",Ireland,ALBK ID,ALBK.L,2017,,,,,,,ZAR,,,,,,,,
Climate Change,35769,Allseating Corporation,Canada,Canada,Public,Trading Companies & Distributors and Commercial Services & Supplies,Self selected companies climate change,5096402ZCN,5096402ZCN,2017,,,,,,,ZAR,,,,,,,,
Climate Change,582,Allstate Insurance Company,USA,USA,Public,"Banks, Diverse Financials, Insurance","Benchmark,FTSE All-World,Global 500,S&P 500,CCGR1800",ALL US,ALL,2017,37433825000,42460,4809000000,38524000000,33866000000,3189000000,USD,617000000,1944000000,74297000000,112422000000,89871000000,82803000000,6350000000,22551000000
Climate Change,569,Alma Media Corporation,Nordics,Finland,Public,Media,Self selected companies climate change,ALN1V FH,ALN1V.HE,2017,,,,,,,USD,,,,,,,,
Climate Change,21355,Almirall Sa,Southern Europe,Spain,Public,"Pharmaceuticals, Biotechnology & Life Sciences","Iberia,Spain",ALM SM,ALM.MC,2017,1413415528,,112892000,639381000,466376000,-303961000,EUR,211542000,68684000,134264000,2176445000,1042765000,185392000,264504000,1133680000
Climate Change,573,Alpha Bank,Southern Europe,Greece,Public,"Banks, Diverse Financials, Insurance","Benchmark,Emerging Markets",ALPHA GA,ALPHA.AT,2017,2756788216,,277610000,2470918000,2470918000,21071000,EUR,2987479000,0,6534745000,60813025000,51186334000,6534745000,1177219000,9626691000
Climate Change,7616,"Alphabet, Inc.",USA,USA,Public,Software & Services,"Benchmark,FTSE All-World,Global 500,Carbon Action,S&P 500,CCGR1800",GOOG US,GOOG,2017,726465916297,80110,38533000000,110855000000,65272000000,12662000000,USD,10715000000,91156000000,7813000000,197295000000,44793000000,98969000000,3969000000,152502000000
Climate Change,622,Alstom,France,France,Public,Electrical Equipment and Machinery,"Benchmark,Carbon Action,CCGR1800,Environmental,France,Transportation",ALO FP,ALO.PA,2017,7682226201,,500000000,7346000000,1219000000,313000000,EUR,1231000000,8000000,591000000,13246000000,9816000000,591000000,1707000000,3430000000
Climate Change,625,alstria office REIT-AG,DACH,Germany,Public,Real Estate,DACH,AOX GR,AOX.DE,2017,2083468800,,380562000,230435000,172279000,296987000,EUR,102078000,0,0,3584069000,1629409000,45226000,1468415000,1954660000
Climate Change,48587,Altarea Cogedim,France,France,Public,Real Estate,Self selected companies climate change,ALTA FP,ALTA.PA,2017,3327055977,,301300000,1948300000,637200000,323000000,EUR,1169100000,8200000,564000000,8592800000,5428100000,572200000,3858300000,3164699999
Climate Change,638,Alten,France,France,Public,Software & Services,France,ATE FP,ATE.PA,2017,2343318880,,195749000,1975427000,399733000,147025000,EUR,83966000,0,33000999,1418313000,584080000,33000999,57346000,834232999
Climate Change,628,"Altria Group, Inc.",USA,USA,Public,Tobacco,"Benchmark,FTSE All-World,Global 500,Carbon Action,S&P 500,CCGR1800,Environmental,Water S&P 500,Water Global 500,Agriculture",MO US,MO,2017,135250540000,0,10361000000,19494000000,11951000000,10222000000,USD,1253000000,0,18851000000,43202000000,27822000000,18851000000,13894000000,15380000000
Climate Change,609,Alumina,Australia & NZ,Australia,Public,"Mining - Iron, Aluminum, Other Metals","Benchmark,Water Australia,Australasia,ASX 200,ASX 100,CCGR1800,Australia",AWC AU,AWC.AX,2017,6995183316,,-16046620,782761,782761,443304148,USD,51141085,0,2941890941,2995461228,139231605,2941890941,125807070,2856229623
Climate Change,31982,Amadeus FiRe AG,DACH,Germany,Public,Professional Services,DACH,AAD GR,AAD.DE,2017,431982455,,32326000,184524000,82482000,20570000,EUR,43403000,0,0,78018000,30893000,0,0,46567000
Climate Change,31917,"Amadeus IT Group, S.A.",Southern Europe,Spain,Public,Software & Services,"Benchmark,FTSE All-World,CCGR1800,Euro,Iberia,Spain",AMS SM,AMS.MC,2017,26231663777,,1853400000,4852700000,2224100000,1002900000,EUR,579500000,12600000,13100000,7883000000,5234000000,25700000,2151200000,2636000000
Climate Change,668,Ambuja Cements,India,India,Public,Construction Materials,"Benchmark,Emerging Markets,CCGR1800,India,Asia ex-Japan",ACEM IN,ACEM.BO,2017,,,,,,,EUR,,,,,,,,
Climate Change,674,Amcor,Australia & NZ,Australia,Public,Containers & Packaging,"Benchmark,FTSE All-World,Carbon Action,ASX 200,ASX 100,Water Australia,Australia,Australasia,CCGR1800,Environmental",AMC AU,AMC.AX,2017,17808649810,,937885239.259214,9092132043.564074,1909937154.256217,596418287.002275,USD,560952877.976209,0,411498647.263394,9074449290.33128,8183817962.253481,411498647.263394,4606606973.52811,821099145.874727
Climate Change,21368,Amdocs Ltd,United Kingdom,Guernsey,Public,Software & Services,Self selected companies climate change,DOX US,DOX,2017,9423554200,0,732218000,3867155000,1359499000,436826000,USD,649611000,329997000,1091000,5279380000,1705310000,329997000,0,3574070000
Climate Change,678,Amec Foster Wheeler,United Kingdom,United Kingdom,Public,Oil & Gas,"Benchmark,FTSE 600,FTSE 725,CCGR1800,FTSE 350,FTSE 250",AMFW LN,AMFW.L,2017,,,,,,,USD,,,,,,,,
