program_name,account_id,account_name,region,incorporated_country,Access,GRI,secondary_expansion,ticker,Symbol_1,Year,Market_Cap,Employee_Count,ebitda,Revenue,grossProfit,netIncome,reportedCurrency,cashAndCashEquivalents,shortTermInvestments,longTermInvestments,totalAssets,totalLiabilities,totalInvestments,totalDebt,totalEquity
Climate Change,173,ADP (Aeroports de Paris),France,France,Public,Air Transportation - Airport Services,"Benchmark,FTSE All-World,France,Euro",ADP FP,ADP.PA,2016,10068891602,,1224000000,2947000000,2001000000,435000000,EUR,1657000000,12000000,1167000000,10592000000,6301000000,1179000000,4433000000,4291000000
Climate Change,193,Actelion Ltd,DACH,Switzerland,Public,"Pharmaceuticals, Biotechnology & Life Sciences","Benchmark,FTSE All-World,DACH,Euro",,unknown,2016,,,,,,,,,,,,,,,
Supply Chain,218,ADDISON LEE PLC,United Kingdom,United Kingdom,Public,Ground Transportation - Highways & Railtracks,,4156029Z LN,4156029Z.L,2016,,,,,,,EUR,,,,,,,,
Climate Change,220,Adecco Group AG,DACH,Switzerland,Public,Professional Services,"Benchmark,FTSE All-World,DACH,Euro",ADEN VX,ADEN.SW,2016,11352855876,,1213000000,22708000000,4276000000,723000000,EUR,1123000000,5000000,184000000,10099000000,6377000000,189000000,2015000000,3715000000
Supply Chain,234,"Advanced Call Center Technologies, LLC",USA,USA,Public,Specialized Consumer Services,,4556398Z US,4556398Z,2016,,,,,,,EUR,,,,,,,,
Climate Change,236,Advanced Info Service,South East Asia,Thailand,Public,Telecommunication Services,"Benchmark,Emerging Markets,CCGR1800,Asia ex-JICK",ADVANC TB,ADVANC.BK,2016,437031000000,,61379095729,152149866561,69157982335,30666538425,THB,14189000000,0,86896515,275670350562,232962016479,86896515,98958000000,42708334083
Climate Change,240,ADVA Optical Networking SE,DACH,Germany,Public,Technology Hardware & Equipment,DACH,ADV GR,ADV.DE,2016,383558424,,16741000,566686000,166289000,21532000,EUR,84725000,319000,1379000,467892000,228945000,4176000,59365000,238947000
Climate Change,246,Advantest Corporation,Japan,Japan,Public,Semiconductors & Semiconductors Equipment,Japan,6857 JP,6857.T,2016,86202292212,,20407000000,155916000000,89740000000,14201000000,JPY,95324000000,0,3625000000,231603000000,122086000000,3625000000,44745000000,109517000000
Climate Change,248,AECI Ltd Ord,Africa,South Africa,Public,Chemicals,"Carbon Action,South Africa,Chemicals",AFE SJ,AFE.JO,2016,11175416064,,2044000000,18596000000,6035000000,780000000,ZAR,1465000000,190000000,356000000,15820000000,6774000000,546000000,1837000000,8919000000
Climate Change,252,Aegon,Benelux,Netherlands,Public,"Banks, Diverse Financials, Insurance","Benchmark,FTSE All-World,Euro,Benelux",AGN NA,AGN.AS,2016,13603230000,,2164000000,49605000000,46210000000,586000000,EUR,11347000000,111091000000,173914000000,425935000000,401201000000,367674000000,14076000000,24734000000
Climate Change,253,"Aeon Delight Co., Ltd.",Japan,Japan,Public,Trading Companies & Distributors and Commercial Services & Supplies,Japan,9787 JP,9787.T,2016,171585545000,,20283000000,294725000000,38996000000,10238000000,JPY,31717000000,0,4546000000,139505000000,47417000000,4546000000,564000000,89608000000
Climate Change,257,Dentsu Aegis Network,United Kingdom,United Kingdom,Public,Media,Self selected companies climate change,AGS LN,AGS.L,2016,,,,,,,JPY,,,,,,,,
Climate Change,258,"Aeon Co., Ltd.",Japan,Japan,Public,Food & Staples Retailing,"Benchmark,FTSE All-World,Carbon Action,Japan,Agriculture",8267 JP,8267.T,2016,1387739592000,,451390000000,8210143000000,2935675000000,11255000000,JPY,842714000000,185098000000,19971000000,8750856000000,6888448000000,205069000000,2325902000000,1133199000000
Climate Change,276,A.P. Moller - Maersk,Nordics,Denmark,Public,Water Transportation - Water Transportation,"Benchmark,FTSE All-World,Global 500,Carbon Action,Transportation,Nordic,Euro",MAERSKA DC,MAERSKA.CO,2016,,,,,,,JPY,,,,,,,,
Climate Change,282,ABB,DACH,Switzerland,Public,Electrical Equipment and Machinery,"Benchmark,FTSE All-World,Global 500,Carbon Action,DACH,Nordic,Euro",ABBN VX,ABBN.SW,2016,45945720000,,4268000000,33828000000,9747000000,1963000000,USD,3719000000,1953000000,170000000,39538000000,25577000000,2180000000,6787000000,13961000000
Climate Change,285,3M Company,USA,USA,Public,"Consumer Durables, Household and Personal Products","Benchmark,FTSE All-World,Global 500,Carbon Action,Plastics & Glass & Packaging,S&P 500,CCGR1000",MMM US,MMM,2016,89609860000,91584,8697000000,30109000000,15069000000,5050000000,USD,2398000000,280000000,145000000,32906000000,22563000000,425000000,11650000000,10388000000
Climate Change,291,Abercrombie & Fitch Co.,USA,USA,Public,Retailing,Self selected companies climate change,ANF US,ANF,2016,815640000,49000,31048000,3326740000,2028568000,3956000,USD,547189000,0,-118233000,2295757000,1043718000,-118233000,309389000,1252039000
Climate Change,304,The AES Corporation,USA,USA,Public,"Electric Utilities & Independent Power Producers & Energy Traders (including fossil, alternative and nuclear energy)","Benchmark,Carbon Action,S&P 500,CCGR1000,Electric Utilities",AES US,AES,2016,7538219464,4300,3317000000,10530000000,2487000000,-507000000,USD,949000000,424000000,1197000000,33112000000,28267000000,1621000000,19965000000,4845000000
Climate Change,313,ACEA SpA,Southern Europe,Italy,Public,"Electric Utilities & Independent Power Producers & Energy Traders (including fossil, alternative and nuclear energy)","Carbon Action,Electric Utilities,Italy",ACE IM,ACE.MI,2016,2454921892,,762822000,2727781000,961572000,262347000,EUR,665533000,131275000,159926000,6904711000,5146768000,291201000,2850066000,1671136000
Climate Change,333,"Adobe Systems, Inc.",USA,USA,Public,Software & Services,"Benchmark,FTSE All-World,Global 500,S&P 500,CCGR1000",ADBE US,ADBE,2016,50920305400,15706,1837115000,5854430000,5034522000,1168782000,USD,1011315000,3749985000,80439000,12707114000,5282279000,3830424000,1902068000,7424835000
Climate Change,334,"Advanced Micro Devices, Inc",USA,USA,Public,Semiconductors & Semiconductors Equipment,Carbon Action,AMD US,AMD,2016,10267727158,8200,-169000000,4272000000,998000000,-497000000,USD,1264000000,2000000,59000000,3321000000,2905000000,59000000,1435000000,416000000
Climate Change,336,Advanced Semiconductor Engineering,China,Taiwan,Public,Semiconductors & Semiconductors Equipment,"Benchmark,Emerging Markets,Asia ex-JICK,Carbon Action",2311 TT,2311.TW,2016,,,,,,,USD,,,,,,,,
Climate Change,348,AES Tiete SA,South America,Brazil,Public,"Electric Utilities & Independent Power Producers & Energy Traders (including fossil, alternative and nuclear energy)",Brazil,GETI4 BS,GETI4.SA,2016,,,,,,,USD,,,,,,,,
Climate Change,350,Agnico-Eagle Mines Limited,Canada,Canada,Public,Mining - Other (Precious Metals and Gems),"Benchmark,Carbon Action,Canada,Mining & Metals,CCGR1000",AEM CN,AEM.TO,2016,12689113250,,836290000,2138232000,493180000,158824000,USD,539974000,100734000,764000,7107951000,2615477000,100734000,1208221000,4492474000
Climate Change,351,AGL Energy,Australia & NZ,Australia,Public,"Electric Utilities & Independent Power Producers & Energy Traders (including fossil, alternative and nuclear energy)","Benchmark,Carbon Action,Electric Utilities,Australia,Australasia,ASX 200,ASX 100,CCGR1000",AGL AU,AGL.AX,2016,14894709523,,1640000000,11150000000,3034000000,-408000000,AUD,252000000,2000000,72000000,14604000000,6678000000,74000000,3108000000,7926000000
Supply Chain,358,AFB International,USA,USA,Public,Food & Beverage Processing,,NOT FOUND*,NOT,2016,,,,,,,TWD,,,,,,,,
Climate Change,362,AFLAC Incorporated,USA,USA,Public,"Banks, Diverse Financials, Insurance","Benchmark,FTSE All-World,Global 500,S&P 500,CCGR1000",AFL US,AFL,2016,27918647999,4958,4335000000,22559000000,22559000000,2659000000,USD,4859000000,76702000000,110052000000,129819000000,109337000000,116361000000,5360000000,20482000000
Climate Change,372,African Rainbow Minerals,Africa,South Africa,Public,"Mining - Iron, Aluminum, Other Metals","Carbon Action,South Africa,Mining & Metals,CCGR1000",ARI SJ,ARI.JO,2016,20979515000,,4634000000,8158000000,1179000000,1372000000,ZAR,389000000,0,0,32246000000,8206000000,17767000000,2759000000,23497000000
Climate Change,391,Agilent Technologies Inc.,USA,USA,Public,"Pharmaceuticals, Biotechnology & Life Sciences","Benchmark,FTSE All-World,S&P 500,CCGR1000",A US,A,2016,14670320000,12500,862000000,4202000000,2197000000,460000000,USD,2289000000,0,135000000,7817000000,3573000000,135000000,1912000000,4244000000
Climate Change,394,Ajinomoto Co.Inc.,Japan,Japan,Public,Food & Beverage Processing,"Benchmark,FTSE All-World,Carbon Action,CCGR1000,Chemicals,Japan",2802 JP,2802.T,2016,1339743790000,,137173000000,1091195000000,387018000000,53065000000,JPY,186003000000,11047000000,182510000000,1350105000000,659432000000,193557000000,334046000000,616315000000
Climate Change,406,Ahlstrom Corporation,Nordics,Finland,Public,"Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",Self selected companies climate change,AHL1V FH,AHL1V.HE,2016,,,,,,,JPY,,,,,,,,
Climate Change,427,Air Canada,Canada,Canada,Public,Air Transportation - Airlines,"Carbon Action,Canada,Transportation",AC CN,AC.TO,2016,3731910000,,2136000000,14677000000,4114000000,876000000,CAD,787000000,2192000000,468000000,15114000000,13895000000,2660000000,6618000000,1219000000
Climate Change,429,Air France - KLM,France,France,Public,Air Transportation - Airlines,"Carbon Action,France,Transportation",AF FP,AF.PA,2016,7615459462,,2419000000,24846000000,7939000000,792000000,EUR,3938000000,57000000,741000000,22932000000,21636000000,807000000,8457000000,1284000000
Climate Change,432,Air Liquide,France,France,Public,Chemicals,"Benchmark,Chemicals,France,Euro,FTSE All-World,Global 500,Carbon Action",AI FP,AI.PA,2016,40151136666,,4388700000,18134800000,11442000000,1844000000,EUR,1523000000,2200000,336500000,44117800000,26992800000,338700000,16891099999,17125000000
Climate Change,435,"Air Products & Chemicals, Inc.",USA,USA,Public,Chemicals,"Benchmark,FTSE All-World,Global 500,Carbon Action,S&P 500,CCGR1000,Chemicals",APD US,APD,2016,31309614000,18600,2614800000,7503700000,2327100000,631100000,USD,1293200000,19900000,1283600000,18028600000,10815200000,1283600000,5210900000,7213400000
Climate Change,449,AKBANK T.A.S.,Middle East,Turkey,Public,"Banks, Diverse Financials, Insurance","Benchmark,Emerging Markets,Turkey",AKBNK TI,AKBNK.IS,2016,31302284200,,16890779000,12734196000,12734196000,4854168000,TRY,45398500000,0,61280583000,294500823000,46114960000,61280583000,46114960000,32492267000
Climate Change,454,Akamai Technologies Inc,USA,USA,Public,Software & Services,"Benchmark,S&P 500",AKAM US,AKAM,2016,11558111093,3153,822687000,2340049000,1531048000,316132000,USD,324169000,512849000,779311000,4373146000,1148776000,1292160000,640087000,3224370000
Climate Change,457,Aker ASA,Nordics,Norway,Public,"Banks, Diverse Financials, Insurance",Nordic,AKER NO,AKER.OL,2016,24029826604,,5522000000,41397000000,23783000000,14412000000,NOK,12718000000,386000000,21298000000,92692000000,52673000000,21684000000,30476000000,40019000000
Climate Change,462,AkzoNobel,Benelux,Netherlands,Public,Chemicals,"Benchmark,FTSE All-World,Carbon Action,Chemicals,Euro,Benelux",AKZA NA,AKZA.AS,2016,14923871152,,2192000000,14197000000,6008000000,970000000,EUR,1479000000,85000000,499000000,16196000000,9162000000,584000000,2731000000,7034000000
Climate Change,511,Alcoa Corp.,USA,USA,Public,"Mining - Iron, Aluminum, Other Metals","Benchmark,FTSE All-World,Carbon Action,Mining & Metals,CCGR1000,S&P 500",AA US,AA,2016,5091213947,14000,1117000000,9325000000,709000000,-400000000,USD,853000000,0,1358000000,16734000000,9044000000,1358000000,1445000000,7690000000
Climate Change,524,Algonquin Power & Utilities Corporation,Canada,Canada,Public,"Electric Utilities & Independent Power Producers & Energy Traders (including fossil, alternative and nuclear energy)","Carbon Action,Electric Utilities,Canada",AQN CN,AQN.TO,2016,3913032575,,334300275,815428911,595716836,97406442,USD,82149393,0,78441336,6137534409,4266129752,78441336,3178360241,1871404657
Climate Change,528,Alfa Laval Corporate AB,Nordics,Sweden,Public,Electrical Equipment and Machinery,"Benchmark,Nordic",ALFA SS,ALFA.ST,2016,63254012302,,5900000000,35634000000,11053000000,2289000000,SEK,2619000000,153000000,-128000000,53378000000,33102000000,25000000,13491000000,20159000000
Climate Change,533,Allergan plc,USA,USA,Public,"Pharmaceuticals, Biotechnology & Life Sciences","Benchmark,FTSE All-World,Global 500,Carbon Action,CCGR1000,S&P 500",AGN UN,AGN,2016,,,21003000000,14570600000,12709800000,14973400000,USD,1724000000,11501500000,206700000,128986300000,52793600000,11708200000,32768700000,76192700000
Climate Change,569,Alma Media Corporation,Nordics,Finland,Public,Media,Self selected companies climate change,ALN1V FH,ALN1V.HE,2016,,,,,,,USD,,,,,,,,
Supply Chain,578,Alliance One International Inc.,USA,USA,Public,Tobacco,,AOI US,AOI,2016,,,,,,,USD,,,,,,,,
Climate Change,582,Allstate Insurance Company,USA,USA,Public,"Banks, Diverse Financials, Insurance","Benchmark,FTSE All-World,Global 500,S&P 500,CCGR1000",ALL US,ALL,2016,27276160000,43050,3431000000,36534000000,32428000000,1877000000,USD,436000000,4288000000,73607000000,108610000000,88037000000,81799000000,6347000000,20573000000
Climate Change,593,Allianz SE,DACH,Germany,Public,"Banks, Diverse Financials, Insurance","Benchmark,FTSE All-World,Global 500,DACH,Euro",ALV GR,ALV.DE,2016,71032774705,,12477000000,107514000000,107514000000,6883000000,EUR,14463000000,512268000000,530838000000,883809000000,813416000000,1043106000000,34183000000,67341000000
Climate Change,597,Allied Electronics Corporation Ltd (Altron),Africa,South Africa,Public,Telecommunication Services,Self selected companies climate change,AEL SJ,AEL.JO,2016,2931389331,,1168000000,13892000000,950000000,-185000000,ZAR,1373000000,-704000000,842000000,9551000000,7523000000,138000000,3191000000,2268000000
Climate Change,600,Allied Irish Banks plc,Ireland,Ireland,Public,"Banks, Diverse Financials, Insurance",Ireland,ALBK ID,ALBK.L,2016,,,,,,,ZAR,,,,,,,,
Climate Change,609,Alumina,Australia & NZ,Australia,Public,"Mining - Iron, Aluminum, Other Metals","Benchmark,Australia,Australasia,ASX 200,ASX 100",AWC AU,AWC.AX,2016,5268980146,,-52730920,807105,807105,-40624331,USD,11876812,0,2908438061,2924734152,153155641,2908438061,127606684,2771578511
Supply Chain,612,ALPHA CONSTRUCTION,United Kingdom,United Kingdom,Public,Construction & Engineering,,,unknown,2016,,,,,,,,,,,,,,,
Climate Change,625,alstria office REIT-AG,DACH,Germany,Public,Real Estate,DACH,AOX GR,AOX.DE,2016,1836826650,,264462000,240811000,179014000,176872000,EUR,247489000,0,0,3382633000,1654195000,65184000,1485851000,1728438000
Climate Change,628,"Altria Group, Inc.",USA,USA,Public,Tobacco,"Benchmark,FTSE All-World,Global 500,Carbon Action,S&P 500,CCGR1000,Agriculture",MO US,MO,2016,131115180000,8300,9953000000,19337000000,11591000000,14239000000,USD,4569000000,0,18880000000,45932000000,33159000000,18880000000,13881000000,12773000000
Supply Chain,631,ALPLA,DACH,Austria,Public,Containers & Packaging,,1154Z AV,1154Z,2016,,,,,,,USD,,,,,,,,
Climate Change,638,Alten,France,France,Public,Software & Services,France,ATE FP,ATE.PA,2016,2270729398,,183447000,1748306000,390145000,112405000,EUR,94986000,0,58879000,1328967000,589846000,58879000,90409000,739121000
Climate Change,641,Amer Sports,Nordics,Finland,Public,"Consumer Durables, Household and Personal Products",Nordic,AMEAS FH,AMEAS.HE,2016,,,,,,,EUR,,,,,,,,
Climate Change,660,American Airlines Group Inc,USA,USA,Public,Air Transportation - Airlines,"Benchmark,FTSE All-World,Transportation,CCGR1000,Global 500,Carbon Action,S&P 500",AAL US,AAL,2016,24025319990,122300,5290000000,40180000000,11841000000,2676000000,USD,322000000,6037000000,0,51274000000,47489000000,6037000000,24344000000,3785000000
Climate Change,661,Ameren Corporation,USA,USA,Public,"Electric Utilities & Independent Power Producers & Energy Traders (including fossil, alternative and nuclear energy)","Benchmark,Carbon Action,S&P 500,Electric Utilities,CCGR1000",AEE US,AEE,2016,12726796000,0,2346000000,6076000000,2693000000,653000000,USD,9000000,0,607000000,24699000000,17454000000,607000000,7834000000,7245000000
Climate Change,668,Ambuja Cements,India,India,Public,Construction Materials,"Benchmark,Emerging Markets,India",ACEM IN,ACEM.BO,2016,,,,,,,USD,,,,,,,,
Supply Chain,670,Applied Micro Circuits Corporation,USA,USA,Public,Semiconductors & Semiconductors Equipment,,AMCC US,AMCC,2016,,,-24918000,159287000,89548000,-32571000,USD,25065000,58780000,0,146292000,31254000,58780000,9793000,115038000
Climate Change,674,Amcor,Australia & NZ,Australia,Public,Containers & Packaging,"Benchmark,FTSE All-World,Carbon Action,CCGR1000,Australia,Australasia,ASX 200,Mining & Metals,ASX 100",AMC AU,AMC.AX,2016,17279288382,,606898139.205798,9474348697.431894,2006032159.2176723,245474458.624951,USD,518603762.035577,0,449014116.247573,8730986469.592556,7880725696.272665,449014116.247573,4369566039.210129,788313920.99994
Climate Change,678,Amec Foster Wheeler,United Kingdom,United Kingdom,Public,Oil & Gas,"Benchmark,FTSE 600,FTSE 725,CCGR1800,FTSE 350,FTSE 250",AMFW LN,AMFW.L,2016,,,,,,,USD,,,,,,,,
Climate Change,682,Amphenol Corporation,USA,USA,Public,Technology Hardware & Equipment,"Benchmark,FTSE All-World,CCGR1000,Electric Utilities,Carbon Action,S&P 500",APH US,APH,2016,20731200000,62000,1467300000,6286400000,2040000000,822900000,USD,1034600000,138600000,-42900000,8498700000,4775600000,138600000,3010700000,3723100000
Climate Change,689,"American Electric Power Company, Inc.",USA,USA,Public,"Electric Utilities & Independent Power Producers & Energy Traders (including fossil, alternative and nuclear energy)","Benchmark,FTSE All-World,Global 500,Carbon Action,S&P 500,Electric Utilities,CCGR1000",AEP US,AEP,2016,30958190164,17634,5582100000,16380100000,9412100000,610900000,USD,210500000,331700000,3742300000,63467700000,46047600000,4074000000,21969400000,17420100000
Climate Change,692,American Express,USA,USA,Public,"Banks, Diverse Financials, Insurance","Benchmark,FTSE All-World,Global 500,S&P 500,CCGR1000",AXP US,AXP,2016,67412800000,56400,10895000000,32119000000,22500000000,5408000000,USD,25000000000,1000000,3000000000,159000000000,138000000000,3001000000,53000000000,21000000000
Climate Change,699,"American International Group, Inc. (AIG)",USA,USA,Public,"Banks, Diverse Financials, Insurance","Benchmark,FTSE All-World,Global 500,S&P 500,CCGR1000",AIG US,AIG,2016,64054561740,56400,4686000000,52754000000,52754000000,-849000000,USD,1868000000,253839000000,270397000000,498264000000,421406000000,328175000000,30912000000,76300000000
Supply Chain,702,American Packaging,USA,USA,Public,Food & Beverage Processing,,,unknown,2016,,,,,,,,,,,,,,,
Climate Change,710,AmerisourceBergen Corp.,USA,USA,Public,"Healthcare Providers & Services, and Healthcare Technology","Benchmark,FTSE All-World,Global 500,S&P 500,CCGR1000",ABC US,ABC,2016,17097103590,19000,2186417000,146849686000,4272606000,1427929000,USD,2741832000,0,-2214774000,33589687000,31460283000,0,3594253000,2129404000
Climate Change,713,AMG Advanced Metallurgical Group NV,Benelux,Netherlands,Public,"Mining - Iron, Aluminum, Other Metals","Carbon Action,Benelux,Chemicals",AMG NA,AMG.AS,2016,419587779,,79395000,971148000,186808000,40558000,USD,160744000,-3266000,33196000,820312000,622525000,29930000,168080000,197787000
Climate Change,716,"Amgen, Inc.",USA,USA,Public,"Pharmaceuticals, Biotechnology & Life Sciences","Benchmark,FTSE All-World,Global 500,S&P 500,CCGR1000",AMGN US,AMGN,2016,108487820000,0,10423000000,22991000000,18829000000,7722000000,USD,3241000000,34844000000,655000000,77626000000,47751000000,34844000000,34596000000,29875000000
Climate Change,722,AmorePacific Corporation,Korea,South Korea,Public,"Consumer Durables, Household and Personal Products","Benchmark,FTSE All-World,Global 500,CCGR1800,Korea",090430 KS,090430.KS,2016,22176978694000,,1044945133000,5645440160700,4220679327680,639254633800,KRW,623703583860,465048559600,-408665618310,5181577129740,1284945059240,56382941290,147721200000,3878827481000
Climate Change,724,AMP,Australia & NZ,Australia,Public,"Banks, Diverse Financials, Insurance","Benchmark,FTSE All-World,Australia,Australasia,ASX 200,ASX 100",AMP AU,AMP.AX,2016,14798528841,,-1755000000,14799000000,14799000000,-344000000,AUD,3476000000,0,40212000000,140060000000,132519000000,40212000000,17310000000,7541000000
Supply Chain,733,AMT SYBEX,United Kingdom,United Kingdom,Public,Professional Services,,,unknown,2016,,,,,,,,,,,,,,,
Supply Chain,737,Interplex,South East Asia,Singapore,Public,"Consumer Durables, Household and Personal Products",,,unknown,2016,,,,,,,,,,,,,,,
Climate Change,745,Anadarko Petroleum Corporation,USA,USA,Public,Oil & Gas,"Benchmark,FTSE All-World,Global 500,Carbon Action,S&P 500,Fossil Fuels,CCGR1000",APC US,APC,2016,,,1099000000,7869000000,7869000000,-3071000000,USD,3184000000,0,0,45564000000,33352000000,0,15323000000,12212000000
Climate Change,772,Anglo American,United Kingdom,United Kingdom,Public,"Mining - Iron, Aluminum, Other Metals","Benchmark,FTSE 600,Carbon Action,Mining & Metals,CCGR1000,FTSE 725,FTSE 350,FTSE 250,South Africa",AAL LN,AAL.L,2016,15166388552,,5408000000,21378000000,11194000000,1594000000,USD,6051000000,19000000,3283000000,50149000000,25824000000,3302000000,13169000000,24325000000
Climate Change,777,Anglo American Platinum,Africa,South Africa,Public,Mining - Other (Precious Metals and Gems),"Benchmark,Emerging Markets,Carbon Action,South Africa,Mining & Metals,CCGR1000",AMS SJ,AMS.JO,2016,69278135490,,9484000000,61960000000,5864000000,632000000,ZAR,5349000000,44000000,7466000000,77697000000,37915000000,7510000000,12776000000,39782000000
Climate Change,779,AngloGold Ashanti,Africa,South Africa,Public,Mining - Other (Precious Metals and Gems),"Benchmark,Emerging Markets,Carbon Action,South Africa,Mining & Metals,CCGR1000",ANG SJ,ANG.JO,2016,81498494682,,1230000000,4085000000,841000000,63000000,USD,215000000,5000000,1573000000,7153000000,4399000000,1578000000,2178000000,2754000000
Climate Change,802,APA Group,Australia & NZ,Australia,Public,Gas Utilities,"Benchmark,CCGR1800,Australia,Australasia,ASX 200,ASX 100",APA AU,APA.AX,2016,9516181780,,1334240000,2094304000,1964770001,179622000,AUD,84506000,285000,622001000,14842675000,10813564000,622286000,9724202000,4029111000
Climate Change,807,Ansaldo STS,Southern Europe,Italy,Public,Ground Transportation - Highways & Railtracks,Italy,STS IM,STS.MI,2016,,,,,,,AUD,,,,,,,,
Climate Change,820,Antofagasta,United Kingdom,United Kingdom,Public,"Mining - Iron, Aluminum, Other Metals","Benchmark,FTSE 600,CCGR1000,FTSE 100,Mining & Metals,Carbon Action,FTSE 725,FTSE 350,Euro",ANTO LN,ANTO.L,2016,6654532691,,1492000000,3621700000,1519100000,119700000,USD,716300000,1332200000,1091200000,13723200000,5213500000,2423400000,3117700000,8509700000
Supply Chain,825,Aon plc,United Kingdom,United Kingdom,Public,"Banks, Diverse Financials, Insurance",,AON US,AON,2016,29623312212,69000,2460000000,11627000000,4713000000,1396000000,USD,431000000,290000000,119000000,26615000000,21083000000,9894000000,6205000000,5475000000
