program_name,account_id,account_name,region,incorporated_country,Access,GRI,secondary_expansion,ticker,Symbol_1,Year,Market_Cap,Employee_Count,ebitda,Revenue,grossProfit,netIncome,reportedCurrency,cashAndCashEquivalents,shortTermInvestments,longTermInvestments,totalAssets,totalLiabilities,totalInvestments,totalDebt,totalEquity
Supply Chain,3510,Closure Systems International,South America,Colombia,Public,Food & Beverage Processing,,,unknown,2016,,,,,,,,,,,,,,,
Climate Change,3514,Club Mediterranee,France,France,Public,"Hotels, Restaurants & Leisure, and Tourism Services",Self selected companies climate change,CU FP,CU.PA,2016,,,,,,,GBP,,,,,,,,
Climate Change,3525,Cobham,United Kingdom,United Kingdom,Public,Aerospace & Defense,"Benchmark,FTSE 600,FTSE 725,FTSE 350,FTSE 250",COB LN,COB.L,2016,,,,,,,GBP,,,,,,,,
Supply Chain,3537,CMS CAMERON MCKENNA,United Kingdom,United Kingdom,Public,Professional Services,,,unknown,2016,,,,,,,,,,,,,,,
Climate Change,3538,CMS Energy Corporation,USA,USA,Public,"Electric Utilities & Independent Power Producers & Energy Traders (including fossil, alternative and nuclear energy)","Benchmark,Carbon Action,S&P 500,Electric Utilities,CCGR1000",CMS US,CMS,2016,11570360000,0,1261000000,6399000000,2389000000,551000000,USD,235000000,0,65000000,21622000000,17332000000,65000000,10034000000,4290000000
Climate Change,3545,CNP Assurances,France,France,Public,"Banks, Diverse Financials, Insurance","Benchmark,France,Euro",CNP FP,CNP.PA,2016,,,2315500000,29177300000,29177300000,1200300000,EUR,1399900000,299428600000,375468100000,419130300000,399833700000,674896700000,5570300000,17533500000
Climate Change,3546,Tapestry Inc,USA,USA,Public,"Textiles, Apparel, Footwear and Luxury Goods","Benchmark,S&P 500",TPR US,TPR,2016,9823110000,15100,653500000,4491800000,3051300000,460500000,USD,1319400000,460400000,558600000,4892700000,2209800000,1019000000,876200000,2682900000
Climate Change,3551,Colgate Palmolive Company,USA,USA,Public,"Consumer Durables, Household and Personal Products","Benchmark,FTSE All-World,Global 500,Carbon Action,S&P 500,CCGR1000,Plastics & Glass & Packaging",CL US,CL,2016,58084544000,36700,4355000000,15195000000,9123000000,2441000000,USD,1315000000,71000000,42000000,12123000000,12106000000,113000000,6533000000,17000000
Climate Change,3563,Colbun SA,South America,Chile,Public,"Electric Utilities & Independent Power Producers & Energy Traders (including fossil, alternative and nuclear energy)","Benchmark,Emerging Markets,Carbon Action,CCGR1800,Electric Utilities,Latin America,CCGR1000",COLBUN CI,COLBUN.SN,2016,2310916182141,,596179000,1431647000,707060000,201429000,USD,593720000,73277000,-34477000,6822598000,3032766000,38800000,362669000,3576385000
Climate Change,3564,The Coca-Cola Company,USA,USA,Public,Food & Beverage Processing,"Benchmark,FTSE All-World,Global 500,CCGR1000,Agriculture,Carbon Action,S&P 500",KO US,KO,2016,178402380000,100300,10656000000,41863000000,25398000000,6527000000,USD,8555000000,13646000000,17249000000,87270000000,64050000000,30895000000,45709000000,23220000000
Climate Change,3565,Coca-Cola European Partners,United Kingdom,United Kingdom,Public,Food & Beverage Processing,"Benchmark,Agriculture,FTSE All-World,Carbon Action,S&P 500",CCE US,CCE,2016,,,,,,,USD,,,,,,,,
Supply Chain,3567,Colep,Southern Europe,Portugal,Public,"Consumer Durables, Household and Personal Products",,,unknown,2016,,,,,,,,,,,,,,,
Climate Change,3583,Cogeco Communications Inc.,Canada,Canada,Public,Media,Canada,CCA CN,CCA.TO,2016,3258362093,,965938000,2176149000,1352794000,-189628000,CAD,62286000,1040000,0,5337342000,3841200000,1040000,2864761000,1496142000
Climate Change,3588,Cognizant Technology Solutions Corp.,USA,USA,Public,Software & Services,"Benchmark,FTSE All-World,Global 500,S&P 500,CCGR1000",CTSH US,CTSH,2016,34010210000,260200,2765000000,13487000000,5379000000,1553000000,USD,2034000000,3135000000,62000000,14262000000,3534000000,3197000000,878000000,10728000000
Climate Change,3599,Commerzbank AG,DACH,Germany,Public,"Banks, Diverse Financials, Insurance","Benchmark,FTSE All-World,CCGR1800,DACH,Euro,CCGR1000",CBK GR,CBK.DE,2016,8845000000,,5800000000,8873000000,8968000000,279000000,EUR,34813000000,0,131909000000,480450000000,450810000000,131909000000,49419000000,28613000000
Climate Change,3616,Coloplast A/S,Nordics,Denmark,Public,"Healthcare Providers & Services, and Healthcare Technology","Benchmark,FTSE All-World,CCGR1800,Nordic,Euro,CCGR1000",COLOB DC,COLOB.CO,2016,,,,,,,EUR,,,,,,,,
Climate Change,3625,Colt Technology Services,United Kingdom,United Kingdom,Public,Telecommunication Services,Self selected companies climate change,COLT LN,COLT.L,2016,,,,,,,EUR,,,,,,,,
Supply Chain,3637,GRUPPO COMDATA,Southern Europe,Italy,Public,Professional Services,,,unknown,2016,,,,,,,,,,,,,,,
Climate Change,3640,Comerica Incorporated,USA,USA,Public,"Banks, Diverse Financials, Insurance","Benchmark,S&P 500,CCGR1000",CMA US,CMA,2016,11510590000,7659,903000000,2848000000,2850000000,477000000,USD,7218000000,10879000000,12461000000,72978000000,65182000000,23340000000,5185000000,7796000000
Climate Change,3642,Companhia de Concessões Rodoviárias - CCR,South America,Brazil,Public,Ground Transportation - Highways & Railtracks,"Benchmark,Emerging Markets,Brazil",CCRO3 BZ,CCRO3.SA,2016,23306179000,,5379442000,9996067000,3429350000,1713851000,BRL,2821220000,0,0,24555847000,20411358000,1170652000,16272335000,3904195000
Climate Change,3643,Companhia de Eletricidade do Estado da Bahia COELBA,South America,Brazil,Public,"Electric Utilities & Independent Power Producers & Energy Traders (including fossil, alternative and nuclear energy)",Brazil,CEEB3 BZ,CEEB3.SA,2016,3872842253,,1699649000,7094607000,1398800000,304055000,BRL,268057000,64697000,3131377000,10547844000,7539708000,3196074000,4994066000,3008136000
Climate Change,3649,Commonwealth Bank of Australia,Australia & NZ,Australia,Public,"Banks, Diverse Financials, Insurance","Benchmark,FTSE All-World,Global 500,Australasia,ASX 200,ASX 100,CCGR1000,CCGR1800,Australia",CBA AU,CBA.AX,2016,145779214413,,-488000000,44386000000,22361000000,9227000000,AUD,14447000000,0,49343000000,935227000000,874471000000,49343000000,193952000000,60756000000
Climate Change,3652,Compal Electronics,China,Taiwan,Public,Technology Hardware & Equipment,"Benchmark,Emerging Markets",2324 TT,2324.TW,2016,79877503800,,18422448000,766810035000,32836970000,8130890000,TWD,72950596000,485071000,21569580000,347016111000,234732296000,22054651000,75402340000,112283815000
Climate Change,3654,"CommScope, Inc.",USA,USA,Public,Technology Hardware & Equipment,Self selected companies climate change,COMM US,COMM,2016,7190946000,0,1030583000,4923621000,2033589000,222838000,USD,428228000,0,-199121000,7141986000,5747902000,-199121000,4562010000,1394084000
Climate Change,3672,Compagnie Financière Richemont SA,DACH,Switzerland,Public,"Textiles, Apparel, Footwear and Luxury Goods","Benchmark,FTSE All-World,Global 500,CCGR1800,DACH,Euro,South Africa,CCGR1000",CFR VX,CFR.SW,2016,38095760000,,2096000000,10647000000,6779000000,1210000000,EUR,4450000000,3481000000,1314000000,20160000000,4631000000,4795000000,2260000000,15529000000
Climate Change,3692,Compass,United Kingdom,United Kingdom,Public,"Hotels, Restaurants & Leisure, and Tourism Services","Benchmark,FTSE 600,FTSE All-World,Agriculture,Euro,FTSE 100,CCGR1000,Global 500,Carbon Action,FTSE 725,CCGR1800,FTSE 350",CPG LN,CPG.L,2016,24451290000,,1878000000,19605000000,4954000000,992000000,GBP,346000000,2000000,549000000,10542000000,8022000000,272000000,3396000000,2520000000
Supply Chain,3705,"COMPEQ MANUFACTURING CO., LTD",China,Taiwan,Public,Technology Hardware & Equipment,,2313 TT,2313.TW,2016,18368748500,,5774402000,45515199000,5775144000,1625400000,TWD,5721374000,131723000,308723000,50199161000,29951417000,131723000,13855298000,20247744000
Supply Chain,3724,COMPUTER CAB,South East Asia,Singapore,Public,Ground Transportation - Highways & Railtracks,,,unknown,2016,,,,,,,,,,,,,,,
Climate Change,3732,Conagra Brands Inc,USA,USA,Public,Food & Beverage Processing,"Benchmark,FTSE All-World,CCGR1000,Agriculture,S&P 500,Carbon Action",CAG US,CAG,2016,17073734999,20900,1255300000,11642900000,3090800000,-677000000,USD,834500000,0,755700000,13390600000,9595800000,755700000,5528000000,3876000000
Climate Change,3751,ConocoPhillips,USA,USA,Public,Oil & Gas,"Benchmark,FTSE All-World,Global 500,CCGR1000,Carbon Action,S&P 500,Fossil Fuels",COP US,COP,2016,62491337180,13300,4962000000,23693000000,-1030000000,-3615000000,USD,3610000000,50000000,20460000000,89772000000,54546000000,21141000000,27275000000,35226000000
Climate Change,3768,CNX Resources,USA,USA,Public,Mining - Coal,"Carbon Action,S&P 500,Fossil Fuels,CCGR1000",CNX US,CNX,2016,4182721917,2307,385547000,1980592000,791071000,-848102000,USD,60475000,0,190964000,9183981000,5243093000,190964000,2774069000,3940888000
Supply Chain,3773,Consolidated Container Company,USA,USA,Public,Containers & Packaging,,,unknown,2016,,,,,,,,,,,,,,,
Supply Chain,3779,Constantia Flexibles,DACH,Austria,Public,Containers & Packaging,,,unknown,2016,,,,,,,,,,,,,,,
Supply Chain,3788,Convergys Corporation,USA,USA,Public,Telecommunication Services,,CVG US,CVG,2016,,,364500000,2913600000,1047700000,143000000,USD,138800000,12400000,-1242200000,2371800000,1055900000,12400000,360100000,1315900000
Climate Change,3795,"Constellation Brands, Inc.",USA,USA,Public,Food & Beverage Processing,"Benchmark,FTSE All-World,Global 500,Carbon Action,S&P 500,CCGR1000,Agriculture",STZ US,STZ,2016,29973331480,9000,1986100000,6548400000,2942300000,1054900000,USD,83100000,700000,-1022200000,16965000000,10273200000,-1022200000,8081200000,6691800000
Climate Change,3818,Continental AG,DACH,Germany,Public,Automobiles & Components,"Benchmark,FTSE All-World,Global 500,Carbon Action,CCGR1800,CCGR1000,DACH,Euro,Transportation",CON GR,CON.DE,2016,32545023632,,6570400000,40549500000,10766500000,2802500000,EUR,1673900000,-120700000,548600000,36174900000,21440100000,427900000,4889400000,14270000000
Supply Chain,3873,Young Lighting Technology Inc.,China,Taiwan,Public,Technology Hardware & Equipment,,5371 TT,5371.TW,2016,,,,,,,EUR,,,,,,,,
Climate Change,3876,Ingredion Incorporated,USA,USA,Public,"Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber","Carbon Action,CCGR1800,Agriculture",INGR US,INGR,2016,9072096000,11000,1023500000,6021400000,1401800000,484900000,USD,512000000,4000000,2000000,5782000000,3187000000,4000000,1956000000,2595000000
Climate Change,3889,"Cosmo Energy Holdings Co., Ltd.",Japan,Japan,Public,Oil & Gas,"Japan,CCGR1800,Fossil Fuels,CCGR1000",5021 JP,5021.T,2016,138018931817,,129452000000,2292280000000,212553000000,53235000000,JPY,45292000000,-12003000000,117723000000,1525679000000,1252893000000,105720000000,772551000000,164723000000
Climate Change,3936,COSCO SHIPPING Ports Ltd,China,Hong Kong,Public,Water Transportation - Ports & Services,"Benchmark,Emerging Markets",1199 HK,1199.HK,2016,23398512809,,439594000,556377000,199083000,247031000,USD,834232000,156939000,2814879000,6786456000,2020652000,2971818000,1748971000,4354861000
Climate Change,3944,Costco Wholesale Corporation,USA,USA,Public,Food & Staples Retailing,"Benchmark,FTSE All-World,Global 500,Carbon Action,S&P 500,CCGR1000",COST US,COST,2016,70308623970,0,4927000000,118719000000,15818000000,2350000000,USD,3379000000,1350000000,0,33163000000,20831000000,1350000000,5161000000,12332000000
Supply Chain,3946,COSTER TECNOLOGIE SPECIALI SPA,Southern Europe,Italy,Public,Containers & Packaging,,,unknown,2016,,,,,,,,,,,,,,,
Climate Change,3989,Covanta Energy Corporation,USA,USA,Public,Trading Companies & Distributors and Commercial Services & Supplies,"Self selected companies climate change,CCGR1800,CCGR1000",CVA US,CVA,2016,,,364000000,1699000000,522000000,-4000000,USD,84000000,0,0,4284000000,3815000000,0,2635000000,469000000
Climate Change,4008,CPFL Energia SA,South America,Brazil,Public,"Electric Utilities & Independent Power Producers & Energy Traders (including fossil, alternative and nuclear energy)","Benchmark,Emerging Markets,Carbon Action,Electric Utilities,Brazil",CPFE3 BZ,CPFE3.SA,2016,15859111742,,4237712000,19112090000,6559634000,900885000,BRL,6164997000,11149000,6973613000,42170992000,31798324000,6973613000,21435583000,10372669000
Climate Change,4035,Credit Suisse,DACH,Switzerland,Public,"Banks, Diverse Financials, Insurance","Benchmark,FTSE All-World,Global 500,CCGR1800,DACH,Euro",CSGN VX,CSGN.SW,2016,29927122089,,8480000000,17741000000,17741000000,-2710000000,CHF,121933000000,585000000,147366000000,819861000000,777550000000,147951000000,208700000000,41897000000
Climate Change,4047,Credito Valtellinese,Southern Europe,Italy,Public,"Banks, Diverse Financials, Insurance",Italy,CVAL IM,CVAL.MI,2016,,,,,,,CHF,,,,,,,,
Climate Change,4050,Credit Agricole,France,France,Public,"Banks, Diverse Financials, Insurance","Benchmark,FTSE All-World,Global 500,Euro,CCGR1000,CCGR1800,France",ACA FP,ACA.PA,2016,31024937993,,18252000000,16840000000,16840000000,3540000000,EUR,314950000000,0,642915000000,1524232000000,1460295000000,642915000000,214085000000,58276000000
Climate Change,4052,CSL,Australia & NZ,Australia,Public,"Pharmaceuticals, Biotechnology & Life Sciences","Benchmark,FTSE All-World,Global 500,CCGR1800,Australia,Australasia,ASX 200,ASX 100,CCGR1000",CSL AU,CSL.AX,2016,45719805390,,1995343730,8120856573,3900127429,1707310636,AUD,747515444,805801,3894708,10156728444,6661966156,4700510,4221461187,3447757185
Climate Change,4058,Crescent Point Energy Corporation,Canada,Canada,Public,Oil & Gas,"Benchmark,Carbon Action,CCGR1800,CCGR1000,Fossil Fuels,Canada",CPG CN,CPG.TO,2016,9936401697,,1181100000,2184600000,-165500000,-932700000,CAD,13400000,49100000,58500000,16163600000,6572400000,58500000,3864300000,9591200000
Climate Change,4059,Crest Nicholson PLC,United Kingdom,United Kingdom,Public,Home building,"FTSE 600,FTSE 725,FTSE 350,FTSE 250",CRST LN,CRST.L,2016,1172137500,,204400000,997000000,265800000,156800000,GBP,282300000,2200000,700000,1413400000,694200000,700000,205300000,719200000
Climate Change,4072,CRH Plc,Ireland,Ireland,Public,Construction Materials,"Benchmark,FTSE 600,FTSE All-World,Global 500,Carbon Action,Cement,FTSE 725,FTSE 350,Euro,FTSE 100,CCGR1000,Ireland",CRH ID,CRH.L,2016,23649189320,,2945000000,24789000000,8223000000,1162000000,EUR,2449000000,2000000,1378000000,31594000000,17151000000,1380000000,7820000000,14443000000
Climate Change,4081,CaixaBank,Southern Europe,Spain,Public,"Banks, Diverse Financials, Insurance","Benchmark,FTSE All-World,Global 500,Iberia,Spain,Euro",CABK SM,CABK.MC,2016,18544840000,,4495585000,8086619000,8086619000,1047004000,EUR,13259957000,0,86143034000,347927262000,324371700000,86143034000,34335561000,23526440000
Climate Change,4084,CG Power and Industrial Solutions Limited,India,India,Public,Electrical Equipment and Machinery,India,CRG IN,CRG.BO,2016,,,,,,,EUR,,,,,,,,
Climate Change,4089,Crown Holdings,USA,USA,Public,Containers & Packaging,"Benchmark,Carbon Action,CCGR1000,Mining & Metals",CCK US,CCK,2016,7279631433,24000,1324000000,8284000000,1701000000,496000000,USD,559000000,0,4000000,9599000000,8931000000,4000000,4911000000,668000000
Climate Change,4090,Crown Resorts,Australia & NZ,Australia,Public,"Hotels, Restaurants & Leisure, and Tourism Services","Benchmark,Australia,Australasia,ASX 200,ASX 100",CWN AU,CWN.AX,2016,,,2413251000,3252963000,3099358000,1866055000,AUD,1771227000,9375000,322167000,8552620000,3377255000,331542000,1944998000,5141262000
Climate Change,4092,Croda International,United Kingdom,United Kingdom,Public,Chemicals,"Benchmark,FTSE 600,Carbon Action,FTSE 725,FTSE 350,FTSE 100,Chemicals",CRDA LN,CRDA.L,2016,4240438673,,330300000,1243600000,445100000,196700000,GBP,61000000,0,1000000,1499800000,891000000,1000000,425100000,608799998
Climate Change,4109,Cypress Semiconductor Corporation,USA,USA,Public,Semiconductors & Semiconductors Equipment,Carbon Action,CY US,CY,2016,,,-359504000,1923108000,687568000,-683234000,USD,120172000,0,202018000,3871871000,1980043000,202018000,1225131000,1891828000
Climate Change,4112,Cyrela Brazil Realty S.A. Empreendimentos e Participações,South America,Brazil,Public,Home building,Brazil,CYRE3 BZ,CYRE3.SA,2016,2657744250,,602239000,3195310000,1062523000,151352000,BRL,513757000,1016529000,54821000,11879699000,5112957000,1071350000,3423664000,6766742000
Climate Change,4116,CSR,Australia & NZ,Australia,Public,Construction Materials,"Carbon Action,Australia,Australasia,ASX 200",CSR AU,CSR.AX,2016,2340954000,,347100000,2468300000,833700000,177900000,AUD,19100000,5900000,39900000,2097100000,890600000,39900000,30500000,1206500000
Climate Change,4120,CSX Corporation,USA,USA,Public,Ground Transportation - Railroads Transportation,"Benchmark,FTSE All-World,Global 500,Carbon Action,S&P 500,Transportation,CCGR1000",CSX US,CSX,2016,33316380000,27000,4736000000,11069000000,3389000000,1714000000,USD,603000000,417000000,1459000000,35414000000,23720000000,1876000000,11293000000,11709000000
Climate Change,4136,Cummins Inc.,USA,USA,Public,Electrical Equipment and Machinery,"Benchmark,FTSE All-World,Carbon Action,S&P 500,Transportation,CCGR1000",CMI US,CMI,2016,22905891999,55400,2137000000,17509000000,4452000000,1394000000,USD,1120000000,260000000,946000000,15011000000,7837000000,1206000000,1821000000,7174000000
Climate Change,4151,CVS Health,USA,USA,Public,Food & Staples Retailing,"Benchmark,FTSE All-World,Global 500,S&P 500,CCGR1000",CVS US,CVS,2016,83960240000,250000,13456000000,177526000000,28857000000,5317000000,USD,3371000000,87000000,0,94462000000,57628000000,87000000,27531000000,36834000000
Supply Chain,4185,Dacsa Ltd,Southern Europe,Spain,Public,Food Production - Agricultural Production,,,unknown,2016,,,,,,,,,,,,,,,
Climate Change,4190,Daewoo E&C,Korea,South Korea,Public,Construction & Engineering,"Benchmark,Emerging Markets,Korea",047040 KS,047040.KS,2016,2087299457600,,-733159816870,11105930097760,95055768760,-735846855360,KRW,816784210360,238845036000,653890126990,9970246456540,7900336457140,892735162990,2749856543000,2031616854290
Climate Change,4192,"MIRAE ASSET DAEWOO CO., LTD",Korea,South Korea,Public,"Banks, Diverse Financials, Insurance","Benchmark,Emerging Markets,Korea",006800 KS,006800.KS,2016,2340146393600,,467773666810,836697910000,836697910000,39291499000,KRW,8322289721000,27501497804858,39159576724060,57267775961210,50602011254210,39159576724060,6747782000000,6665764707000
Climate Change,4195,Daewoo Shipbuilding & Marine,Korea,South Korea,Public,Electrical Equipment and Machinery,"Carbon Action,Korea,Transportation",042660 KS,042660.KS,2016,1224900812800,,-1491301075930,12819220833770,-630335850440,-2734138726920,KRW,224267559130,59568411480,520284079500,15064829698700,14405452472780,579852490980,6633571316340,1026910411150
Climate Change,4212,"Dai Nippon Printing Co., Ltd.",Japan,Japan,Public,Trading Companies & Distributors and Commercial Services & Supplies,"Benchmark,Carbon Action,Japan,CCGR1800,CCGR1000",7912 JP,7912.T,2016,706353754260,,102718000000,1410172000000,267008000000,25226000000,JPY,210454000000,-61479000000,441802000000,1741904000000,660619000000,380323000000,180092000000,1033863000000
Climate Change,4219,"Daihatsu Motor Co., Ltd.",Japan,Japan,Public,Automobiles & Components,"Benchmark,Carbon Action,Japan,CCGR1000,CCGR1800,Transportation",7262 JP,7262.T,2016,,,,,,,JPY,,,,,,,,
Climate Change,4223,"Dai-ichi Life Holdings, Inc.",Japan,Japan,Public,"Banks, Diverse Financials, Insurance","Benchmark,FTSE All-World,CCGR1000,Japan",8750 JP,8750.T,2016,2286802980000,,421120000000,6129567000000,6129567000000,231286000000,JPY,881965000000,333111000000,43650962000000,51985850000000,48848584000000,43984073000000,989743000000,3137266000000
Climate Change,4226,"Daikin Industries, Ltd.",Japan,Japan,Public,Building Products,"Benchmark,FTSE All-World,Global 500,Carbon Action,Japan,CCGR1800,CCGR1000",6367 JP,6367.T,2016,3135253365000,,325953000000,2043968000000,730935000000,153938000000,JPY,344093000000,-14938000000,200189000000,2356148000000,1220541000000,185251000000,609427000000,1112714000000
Climate Change,4230,"Daiichi Sankyo Co., Ltd.",Japan,Japan,Public,"Pharmaceuticals, Biotechnology & Life Sciences","Benchmark,FTSE All-World,Carbon Action,Japan,CCGR1800,CCGR1000",4568 JP,4568.T,2016,1589170352550,,142871000000,955124000000,605751000000,53466000000,JPY,246050000000,552896000000,-410616000000,1914979000000,743551000000,142280000000,281601000000,1175897000000
Climate Change,4235,Daimler AG,DACH,Germany,Public,Automobiles & Components,"Benchmark,FTSE All-World,Global 500,Carbon Action,CCGR1000,CCGR1800,DACH,Euro,Transportation",DAI GR,DAI.DE,2016,,,18340000000,153261000000,31963000000,8526000000,EUR,10981000000,9729000000,-3695000000,242988000000,183855000000,6034000000,117686000000,57950000000
Climate Change,4237,"Sumitomo Dainippon Pharma Co., Ltd.",Japan,Japan,Public,"Pharmaceuticals, Biotechnology & Life Sciences","Benchmark,Japan",4506 JP,4506.T,2016,798573000000,,73588000000,411645000000,311567000000,28991000000,JPY,71408000000,34195000000,13839000000,793950000000,333294000000,48034000000,68000000000,460656000000
Climate Change,4242,Dairy Crest Group,United Kingdom,United Kingdom,Public,Food & Beverage Processing,"FTSE 600,FTSE 725,FTSE 350,FTSE 250",DCG LN,DCG.L,2016,,,,,,,JPY,,,,,,,,
Climate Change,4255,"Daito Trust Construction Co., Ltd.",Japan,Japan,Public,Real Estate,"Benchmark,Japan,CCGR1800,CCGR1000",1878 JP,1878.T,2016,1334306125260,,133040000000,1497103000000,285588000000,82168000000,JPY,248180000000,18509000000,32715000000,781431000000,505949000000,51224000000,55429000000,273160000000
Climate Change,4256,"Daiwa House Industry Co., Ltd.",Japan,Japan,Public,Real Estate,"Benchmark,FTSE All-World,Japan,CCGR1800,CCGR1000",1925 JP,1925.T,2016,2119264404000,,370312000000,3512909000000,721313000000,201700000000,JPY,216749000000,2006000000,268106000000,3555885000000,2225986000000,270112000000,667489000000,1308404000000
Supply Chain,4260,"Daito Kasei Kogyo Co., Ltd.",Japan,Japan,Public,Chemicals,,,unknown,2016,,,,,,,,,,,,,,,
Climate Change,4268,Daiwa Securities Group Inc.,Japan,Japan,Public,"Banks, Diverse Financials, Insurance","Benchmark,Japan",8601 JP,8601.T,2016,1218929835900,,267104000000,538108000000,538108000000,104067000000,JPY,4165012000000,0,8721094000000,19827296000000,18483865000000,8721094000000,9614611000000,1259618000000
Supply Chain,4271,"Daiwabo Polytec Co., Ltd.",Japan,Japan,Public,Chemicals,,,unknown,2016,,,,,,,,,,,,,,,
Supply Chain,4290,DANELLA CONSTRUCTION,USA,USA,Public,Construction & Engineering,,,unknown,2016,,,,,,,,,,,,,,,
Supply Chain,4291,DANFOSS,Nordics,Denmark,Public,Building Products,,,unknown,2016,,,,,,,,,,,,,,,
Climate Change,4311,Danone,France,France,Public,Food & Beverage Processing,"Benchmark,FTSE All-World,Global 500,Carbon Action,CCGR1000,Agriculture,CCGR1800,France,Euro",BN FP,BN.PA,2016,37162325916,,3813000000,21944000000,11200000000,1720000000,EUR,557000000,13063000000,2876000000,43949000000,30755000000,15939000000,20555000000,13194000000
Climate Change,4312,Danske Bank A/S,Nordics,Denmark,Public,"Banks, Diverse Financials, Insurance","Benchmark,FTSE All-World,Global 500,CCGR1800,Nordic,Euro,CCGR1000",DANSKE DC,DANSKE.CO,2016,205074125524,,28152000000,49830000000,0,19195000000,DKK,253770000000,0,953516000000,3483670000000,3317055000000,953516000000,871646000000,166615000000
Climate Change,4330,Dassault Systemes,France,France,Public,Software & Services,"Benchmark,FTSE All-World,CCGR1000,CCGR1800,France,Euro",DSY FP,DSY.PA,2016,18408777000,,919719000,3055586000,2591991000,447192000,EUR,2436701000,56064000,-40566000,6943066000,3060235000,15498000,1000000000,3882831000
Climate Change,4332,Darfon Electronics Corp,China,Taiwan,Public,Technology Hardware & Equipment,Self selected companies climate change,8163 TT,8163.TW,2016,6258837900,,1304297000,18681618000,2793815000,468400000,TWD,1344070000,1878588000,89293000,16990028000,8637721000,1878588000,1818775000,8322715000
Climate Change,4365,Deere & Company,USA,USA,Public,Electrical Equipment and Machinery,"Benchmark,FTSE All-World,Global 500,Carbon Action,S&P 500,Transportation,CCGR1000",DE US,DE,2016,32632768000,56800,4547500000,25898500000,7649600000,1523900000,USD,4335800000,453500000,232600000,57981400000,51436600000,686100000,35674400000,6544800000
Climate Change,4370,DCC PLC,Ireland,Ireland,Public,Oil & Gas,"FTSE 600,Carbon Action,FTSE 725,FTSE 350,Fossil Fuels,FTSE 100",DCC LN,DCC.L,2016,5396023837,,478743000,12269802000,1262997000,216197000,GBP,1048064000,18233000,6705000,5432375000,3924654000,24938000,1468412000,1507721000
Climate Change,4377,De La Rue,United Kingdom,United Kingdom,Public,Trading Companies & Distributors and Commercial Services & Supplies,"FTSE 600,FTSE 725",DLAR LN,DLAR.L,2016,584376688,,76700000,461700000,243900000,39900000,GBP,15400000,15300000,100000,451100000,593900000,100000,136300000,-142800000
Supply Chain,4390,De Vere Group,United Kingdom,United Kingdom,Public,"Hotels, Restaurants & Leisure, and Tourism Services",,,unknown,2016,,,,,,,,,,,,,,,
Climate Change,4392,Dean Foods Company,USA,USA,Public,Food & Beverage Processing,"Carbon Action,CCGR1800,CCGR1000,Agriculture",DF US,DF,2016,,,447143000,7710226000,1987516000,119929000,USD,17980000,1673000,0,2606227000,1995671000,1673000,886051000,610556000
Climate Change,4407,Aptiv,United Kingdom,United Kingdom,Public,Automobiles & Components,"Benchmark,FTSE All-World,Global 500,Carbon Action,S&P 500,Transportation,CCGR1000",DLPH US,DLPH,2016,,,,,,,USD,,,,,,,,
Climate Change,4408,Delta Air Lines,USA,USA,Public,Air Transportation - Airlines,"Benchmark,FTSE All-World,Global 500,Carbon Action,S&P 500,Transportation,CCGR1000",DAL US,DAL,2016,36007080000,84000,7024000000,39639000000,11763000000,4373000000,USD,2762000000,487000000,146000000,51256000000,38993000000,487000000,7332000000,12263000000
Climate Change,4416,Delta Electronics,China,Taiwan,Public,Technology Hardware & Equipment,"Benchmark,Emerging Markets,Carbon Action,CCGR1000,CCGR1800,Asia ex-JICK",2308 TT,2308.TW,2016,414308108500,,34306109000,214355571000,59493731000,18797799000,TWD,55572744000,732069000,14627463000,235114670000,106105804000,15359532000,21053252000,124114426000
Supply Chain,4428,Del Monte Foods,USA,USA,Public,Food & Beverage Processing,,DLM US,DLM,2016,,,,,,,TWD,,,,,,,,
Climate Change,4433,Dell Inc.,USA,USA,Public,Technology Hardware & Equipment,"Self selected companies climate change,CCGR1800,CCGR1000",DELL US,DELL,2016,8825960000,,2358000000,50911000000,8387000000,-1104000000,USD,6322000000,0,114000000,45122000000,43550000000,114000000,13631000000,1572000000
Climate Change,4528,Deloitte Touche Tohmatsu Limited,USA,USA,Public,Professional Services,Self selected companies climate change,191738Z US,191738Z,2016,,,,,,,USD,,,,,,,,
Climate Change,4560,Denka Company Limited,Japan,Japan,Public,Chemicals,"Carbon Action,Japan,CCGR1800,CCGR1000,Chemicals",4061 JP,4061.T,2016,228317100000,,49265000000,362647000000,89384000000,18145000000,JPY,10258000000,-664000000,55268000000,454937000000,227451000000,54604000000,113748000000,223564000000
Climate Change,4562,Dentsply Sirona Inc.,USA,USA,Public,"Healthcare Providers & Services, and Healthcare Technology","Benchmark,S&P 500",XRAY US,XRAY,2016,13318311000,5000,772800000,3745300000,2000900000,429900000,USD,383900000,14100000,-848600000,11656100000,3530200000,-848600000,1511100000,8125900000
Climate Change,4564,Dentsu Inc.,Japan,Japan,Public,Media,"Benchmark,FTSE All-World,Japan,CCGR1800,CCGR1000",4324 JP,4324.T,2016,1568259000000,,192008000000,838359000000,789043000000,83501000000,JPY,242410000000,17814000000,262600000000,3155230000000,2173270000000,280414000000,403598000000,981960000000
