Account number,Organization,Country,Region,Public,Samples,Primary activity,Primary sector,Primary industry,Primary questionnaire sector,Tickers,Authority types,Symbol_1,Year,Market_Cap,Employee_Count,ebitda,Revenue,grossProfit,netIncome,reportedCurrency,cashAndCashEquivalents,shortTermInvestments,longTermInvestments,totalAssets,totalLiabilities,totalInvestments,totalDebt,totalEquity
19783,Ultrapar Participações S/A,Brazil,,public," Benchmark, Climate High Impact Sample, Continuity Climate Change, Environmental, Latin America, MSCI ACWI",Oil & gas marketing & retailing,Oil & gas retailing,Fossil Fuels,General, UGPA3 BZ," Investor, Supply Chain",UGPA3.SA,2021,14743560000,,2848568000,109732842000,4904876000,850463000,BRL,2280074000,1804122000,457870000,39010357000,28541117000,2261992000,17729488000,10469240000
19792,Uni-Charm Corporation,Japan,,public," Benchmark, Climate High Impact Sample, Continuity Climate Change, Environmental, FTSE All-World, Japan, MSCI ACWI",Paper products,Paper products & packaging,Manufacturing,Paper & forestry, 8113 JP, Investor,8113.T,2021,2978334214000,,161410000000,782723000000,313645000000,72745000000,JPY,187547000000,119752000000,-52934000000,987655000000,352217000000,66818000000,38314000000,635438000000
35495,Gestamp,Spain,,public," Continuity Climate Change, Spain",Fabricated metal components,Metal products manufacturing,Manufacturing,General, GEST SM," Investor, Supply Chain",GEST.MC,2021,2558028512,,1008756000,8092845000,3356824000,215457000,EUR,1480238000,11524000,5701000,8641406000,6420031000,17225000,3811682000,2221375000
36702,DIA,Spain,,public," Benchmark, Climate High Impact Sample, Continuity Climate Change, Spain","Supermarkets, food & drugstores",Convenience retail,Retail,General, DIA SM, Investor,DIA.MC,2021,417287136,,301735000,6653636000,1814635000,-257331000,EUR,361065000,1939000,60260000,3070822000,2977252000,62199000,1295637000,93570000
36980,SL Corp,Republic of Korea,,public,,Plastic products,Plastic product manufacturing,Manufacturing,General, 005850 KS, Supply Chain,005850.KS,2021,1436930414400,,289861959290,3001142196350,286661180840,96450532580,KRW,313569653930,159683143000,66617052350,2567493133530,1049018848620,226300195350,434584219470,1518474284900
37366,Tsuruha Holdings Inc.,Japan,,public," Benchmark, Japan, MSCI ACWI","Supermarkets, food & drugstores",Convenience retail,Retail,General, 3391 JP, Investor,3391.T,2021,535988897760,,55418000000,915700000000,271483000000,21388000000,JPY,127026000000,-71144000000,97867000000,562363000000,278319000000,26723000000,55520000000,284044000000
37393,Fenix Outdoor International AG,Switzerland,,public," Continuity Climate Change, Nordic",Sporting goods,Leisure & home manufacturing,Manufacturing,General, FOIB SS," Investor, Supply Chain",FOIB.ST,2021,,,,,,,JPY,,,,,,,,
37482,Grupo de Inversiones Suramericana SA,Colombia,,public," Benchmark, Continuity Climate Change, Latin America, MSCI ACWI",Asset managers,Financial services,Services,Financial services, GRUPOSUR CB, Investor,GRUPOSUR,2021,,,,,,,JPY,,,,,,,,
37816,Trendway Corporation,United States of America,,public, Self selected companies climate change,Furniture,Leisure & home manufacturing,Manufacturing,General, 3471930Z US, Investor,3471930Z,2021,,,,,,,JPY,,,,,,,,
39408,Moody Dunbar Inc,United States of America,,public,,"Fruit, nut & vegetable processing",Food & beverage processing,"Food, beverage & agriculture","Food, beverage & tobacco",, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
51674,HANRIM INTECH CO. LTD.,Republic of Korea,,public,,Automobiles,Transportation equipment,Manufacturing,Transport OEMS,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
51774,NITTAN VALVE CO.LTD.,Japan,,public,,Automobiles,Transportation equipment,Manufacturing,Transport OEMS, 6493 JP, Supply Chain,6493.T,2021,8032410000,,6843285000,38669892000,5828840000,644637000,JPY,6309524000,-37874000,6518195000,54751061000,23329098000,6480321000,10895174000,31421963000
51795,RIKEN CORPORATION,Japan,CDP Japan,public,,Automobiles,Transportation equipment,Manufacturing,Transport OEMS, 6462 JP, Supply Chain,6462.T,2021,25742458170,,11809000000,78372000000,17445000000,4329000000,JPY,16209000000,-5930000000,29945000000,115707000000,28626000000,24015000000,10000000000,87081000000
51843,"TOKAI KOGYO Co.,Ltd.",Japan,,public,,Automobiles,Transportation equipment,Manufacturing,Transport OEMS,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
52279,METASYSTEM,Italy,,public,,Electronic equipment,Electrical & electronic equipment,Manufacturing,General,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
54174,Midsona AB,Sweden,,public, Self selected companies climate change,Other food processing,Food & beverage processing,"Food, beverage & agriculture","Food, beverage & tobacco", MSONA SS, Investor,MSONA.ST,2021,,,,,,,JPY,,,,,,,,
55558,EGSA EQUIPAMENTOS PARA GAS DO BRASIL LTDA,Brazil,,public,,Heavy vehicles,Transportation equipment,Manufacturing,Transport OEMS,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
55922,ASK INDUSTRIES SPA,Italy,,public,,Automobiles,Transportation equipment,Manufacturing,Transport OEMS,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
56088,FFS FILMES LTDA,Brazil,,public,,Plastic products,Plastic product manufacturing,Manufacturing,General,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
56213,Greiner AG,Austria,,public,,Other containers & packaging,Light manufacturing,Manufacturing,General,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
14314,Partners Group,Switzerland,,public," Benchmark, Continuity Climate Change, DACH, Euro, FTSE All-World, MSCI ACWI",Asset managers,Financial services,Services,Financial services, PGHN SW, Investor,PGHN.SW,2021,39883163925,,1813100000,2926900000,2589000000,1463600000,CHF,910700000,0,747700000,4832800000,1934300000,747700000,859900000,2898500000
14562,Pernod Ricard,France,,public," Benchmark, Climate High Impact Sample, Continuity Climate Change, Environmental, Euro, France, FTSE All-World, Global 500, MSCI ACWI",Alcoholic beverages,Food & beverage processing,"Food, beverage & agriculture","Food, beverage & tobacco", RI FP," Investor, Supply Chain",RI.PA,2021,55036612485,,2790000000,8824000000,5293000000,1305000000,EUR,2078000000,0,785000000,32147000000,17072000000,785000000,9595000000,15075000000
14683,Pfizer Inc.,United States of America,,public," Benchmark, Climate High Impact Sample, Continuity Climate Change, FTSE All-World, Global 500, MSCI ACWI, S&P 500",Pharmaceuticals,Biotech & pharma,"Biotech, health care & pharma",General, PFE US," Investor, Supply Chain",PFE,2021,331683850000,79000,28533000000,81288000000,50467000000,21979000000,USD,1944000000,29125000000,21526000000,181477000000,104014000000,50651000000,36998000000,77463000000
14928,PPL Corporation,United States of America,,public," Benchmark, Climate High Impact Sample, Continuity Climate Change, Environmental, FTSE All-World, MSCI ACWI, S&P 500",Electricity networks,Energy utility networks,Infrastructure,Electric utilities, PPL US," Investor, Supply Chain",PPL,2021,22109220180,0,2560000000,5783000000,2713000000,18000000,USD,3571000000,0,-1032000000,33223000000,19500000000,-1032000000,11209000000,13723000000
15366,QBE Insurance Group,Australia,,public," ASX 100, Australia, Benchmark, Continuity Climate Change, MSCI ACWI",Insurance,Financial services,Services,Financial services, QBE AU, Investor,QBE.AX,2021,16746553196,,146786037,13464721881,13464721881,543619500,USD,816494730,-222862236,1824402145,43236336969,34381506446,1824402145,3610920530,8854830522
15763,"Ricoh Co., Ltd.",Japan,,public," Benchmark, Climate High Impact Sample, Continuity Climate Change, Japan, MSCI ACWI",Electronic equipment,Electrical & electronic equipment,Manufacturing,General, 7752 JP," Investor, Supply Chain",7752.T,2021,699168078000,,138667000000,1758587000000,622667000000,30371000000,JPY,240308000000,92374000000,253988000000,1853254000000,947429000000,222046000000,302546000000,905825000000
38138,Weckerle Machines,Germany,,public,,Industrial machinery,Powered machinery,Manufacturing,Capital goods, 6302495Z GR, Supply Chain,6302495Z.DE,2021,,,,,,,JPY,,,,,,,,
38648,DENOVO BRANDS LLC,United States of America,,public,,Sporting goods,Leisure & home manufacturing,Manufacturing,General,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
40255,Digital Realty Trust Inc,United States of America,,public," Benchmark, Climate High Impact Sample, Continuity Climate Change, Fixed Income, FTSE All-World, Global 500, MSCI ACWI, S&P 500",REIT,Financial services,Services,Real estate, DLR US," Investor, Supply Chain",DLR,2021,50324113620,3030,2315983000,4427883000,2666988000,1709259000,USD,142698000,0,1807689000,36369560000,17845778000,1807689000,14960397000,18523782000
40672,TRANSFORMACIONES AGRICOLAS DE BADAJOZ S A,Spain,,public,,"Fruit, nut & vegetable processing",Food & beverage processing,"Food, beverage & agriculture","Food, beverage & tobacco",, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
40766,CARVIMSA,Peru,,public,,Paper packaging,Paper products & packaging,Manufacturing,Paper & forestry,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
41784,Panjit International Inc,"Taiwan, Greater China",,public,,Semiconductors,Electrical & electronic equipment,Manufacturing,General, 2481 TT, Supply Chain,2481.TW,2021,40886305000,,3281014000,13861744000,4395638000,1926975000,TWD,3413707000,3247815000,226565000,26652789000,13541787000,3474380000,8962196000,13111002000
44751,Industrias Bachoco SA,Mexico,,public," FAIRR, Latin America",Animal processing,Food & beverage processing,"Food, beverage & agriculture","Food, beverage & tobacco", BACHOCOB MM," Investor, Supply Chain",BACHOCOB.MX,2021,43586669759,,7725300000,81699100000,13551200000,5065554000,MXN,20707100000,1570664000,74148000,65934800000,17716000000,1644812000,1924000000,48218800000
45079,"Maeda Road Construction Co.,Ltd",Japan,,public," Continuity Climate Change, Japan",Transportation infrastructure & other construction,Construction,Infrastructure,General, 1883 JP, Investor,1883.T,2021,,,,,,,MXN,,,,,,,,
30813,Valmont Inc,United States of America,,public,,Fabricated metal components,Metal products manufacturing,Manufacturing,General, VMI US, Supply Chain,VMI,2021,5330389500,11041,399848000,3501575000,883889000,195630000,USD,177232000,0,0,3447249000,2033652000,0,1113154000,1440347000
31256,Bakkafrost,Denmark,,public," Continuity Climate Change, FAIRR, Nordic",Aquaculture,Fish & animal farming,"Food, beverage & agriculture",Agricultural commodities, BAKKA NO, Investor,BAKKA.OL,2021,46987313850,,1703762000,5553849000,3976667000,964053000,DKK,509157000,0,149225000,14628168000,5280623000,149225000,2968389000,9347545000
31334,Zignago Vetro SpA,Italy,,public," Continuity Climate Change, Italy",Glass products,Other materials,Materials,General, ZV IM," Investor, Supply Chain",ZV.MI,2021,1486206902,,116038000,362437000,165898000,60019000,EUR,117536000,7000000,98476000,689449000,427925000,98476000,310456000,261524000
31426,Capital & Counties Properties PLC,United Kingdom of Great Britain and Northern Ireland,,public," Continuity Climate Change, South Africa, UK",Real estate owners & developers,Land & property ownership & development,Infrastructure,Real estate, CAPC LN," Investor, Supply Chain",CAPC.L,2021,,,20400000,68000000,46200000,29300000,GBP,319000000,0,0,2798500000,1012100000,596700000,941000000,1786400000
31448,Jupiter Fund Management,United Kingdom of Great Britain and Northern Ireland,,public," Continuity Climate Change, UK",Asset managers,Financial services,Services,Financial services, JUP LN, Investor,JUP.L,2021,1387665278,,237400000,616100000,540700000,149600000,GBP,197300000,186600000,61400000,1340700000,439900000,248000000,100400000,900800000
31563,ALBARAKA TÜRK KATILIM BANKASI A.Ş.,Turkey,,public," Continuity Climate Change, Turkey",Banks,Financial services,Services,Financial services, ALBRK TI, Investor,ALBRK.IS,2021,2281065428,,470840000,3345300000,3345300000,942461000,TRY,31775135000,0,17154161000,110024448000,8679879000,17154161000,8679879000,6699180000
31652,Klövern,Sweden,,public," Continuity Climate Change, Nordic",Real estate owners & developers,Land & property ownership & development,Infrastructure,Real estate, KLOVB SS, Investor,KLOVB.ST,2021,,,,,,,TRY,,,,,,,,
31740,TAURON Polska Energia S.A.,Poland,,public," Benchmark, CEE, Climate High Impact Sample, Environmental",Electricity networks,Energy utility networks,Infrastructure,Electric utilities, TPE PW, Investor,TPE,2021,,,,,,,TRY,,,,,,,,
19802,Unigen,United States of America,,public,,Computer hardware,Electrical & electronic equipment,Manufacturing,General, 0611574D US, Supply Chain,0611574D,2021,,,,,,,TRY,,,,,,,,
19845,Union Pacific Corporation,United States of America,,public," Benchmark, Climate High Impact Sample, Continuity Climate Change, Environmental, FTSE All-World, Global 500, MSCI ACWI, S&P 500",Rail freight,Rail transport,Transportation services,Transport services, UNP US," Investor, Supply Chain",UNP,2021,159270146000,32124,11843000000,21804000000,10514000000,6523000000,USD,960000000,46000000,2241000000,63525000000,49364000000,2287000000,31158000000,14161000000
19902,United Rentals,United States of America,,public," Benchmark, Continuity Climate Change, MSCI ACWI, S&P 500",Consumer goods wholesale & rental,"Trading, wholesale, distribution, rental & leasing",Retail,General, URI US," Investor, Supply Chain",URI,2021,24048491880,1450,4258000000,9716000000,3853000000,1386000000,USD,144000000,0,-557000000,20292000000,14301000000,-557000000,10306000000,5991000000
20106,Vanderlande,United Kingdom of Great Britain and Northern Ireland,,public,,Industrial machinery,Powered machinery,Manufacturing,Capital goods,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
20336,Votorantim Cimentos,Brazil,,public," Climate High Impact Sample, Continuity Climate Change",Cement,Cement & concrete,Materials,Cement, VEBM11 BZ," Investor, Supply Chain",VEBM11.SA,2021,,,,,,,USD,,,,,,,,
20402,"Walmart, Inc.",United States of America,,public," Benchmark, Climate High Impact Sample, Continuity Climate Change, Environmental, FTSE All-World, Global 500, MSCI ACWI, S&P 500",Hypermarkets & superstores,Convenience retail,Retail,General, WMT US," Investor, Supply Chain",WMT,2021,400646610000,2300000,34031000000,559151000000,138836000000,13510000000,USD,17741000000,0,-14370000000,252496000000,164965000000,-14370000000,63246000000,87531000000
20575,Wells Fargo & Company,United States of America,,public," Benchmark, Climate High Impact Sample, Continuity Climate Change, Environmental, FTSE All-World, Global 500, MSCI ACWI, S&P 500",Banks,Financial services,Services,Financial services, WFC US," Investor, Supply Chain",WFC,2021,183816178000,0,57702000000,78492000000,78492000000,22109000000,USD,234230000000,177244000000,610417000000,1948068000000,1757958000000,787661000000,195098000000,190110000000
50878,hGears,"China, Macao Special Administrative Region",,public,,Fabricated metal components,Metal products manufacturing,Manufacturing,General,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
51157,"Zhongshan Tender Electric Appliance Co.,Ltd.",China,,public,,Electronic components,Electrical & electronic equipment,Manufacturing,General,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
51264,"Takasago Thermal Engineering Co., Ltd.",Japan,CDP Japan,public, Self selected companies climate change,Other building products,Light manufacturing,Manufacturing,General, 1969 JP," Investor, Supply Chain",1969.T,2021,128402720784,,18265000000,302746000000,41397000000,11535000000,JPY,56960000000,-4771000000,39665000000,300736000000,163840000000,34894000000,33058000000,136896000000
51284,MarieLaurePLV,France,,public,,Plastic products,Plastic product manufacturing,Manufacturing,General,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
51396,The Brixton Group,United States of America,,public,,Other professional services,Specialized professional services,Services,General,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
51887,ACUMULADORES MOURA SA,Brazil,,public,,Batteries,Electrical & electronic equipment,Manufacturing,General,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
52152,Memphis Electronics Inc.,United States of America,,public,,Electronic components,Electrical & electronic equipment,Manufacturing,General,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
52763,CULLUM DETUNERS LTD,United Kingdom of Great Britain and Northern Ireland,,public,,Fabricated metal components,Metal products manufacturing,Manufacturing,General,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
53006,ISG plc,United Kingdom of Great Britain and Northern Ireland,,public, Self selected companies climate change,Non-residential building construction,Construction,Infrastructure,Construction, ISG LN," Investor, Supply Chain",ISG.L,2021,,,,,,,JPY,,,,,,,,
10296,KOSE Corporation,Japan,,public," Benchmark, Continuity Climate Change, Japan, MSCI ACWI",Personal care & household products,Chemicals,Materials,General, 4922 JP, Investor,4922.T,2021,744500790450,,36471908820,299976583390,204148822960,17789288860,JPY,81876000000,23405000000,15534000000,320018000000,65749000000,38939000000,1416000000,254267000000
10343,KT&G,Republic of Korea,,public," Benchmark, Climate High Impact Sample, Emerging Markets, Korea, MSCI ACWI",Tobacco products,Tobacco,"Food, beverage & agriculture","Food, beverage & tobacco", 033780 KS, Investor,033780.KS,2021,2482259000000,,1752807489360,5228351596540,2878171877690,977258704830,KRW,946570845400,1422441237800,613233375910,11637271194200,2428409041150,2035674613710,167351842320,9208862153060
10440,LAMB WESTON / MEIJER,Netherlands,,public,,Other food processing,Food & beverage processing,"Food, beverage & agriculture","Food, beverage & tobacco",, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
10670,LG Electronics,Republic of Korea,,public," Benchmark, Climate High Impact Sample, Continuity Climate Change, Emerging Markets, Environmental, Korea, MSCI ACWI",Household appliances,Electrical & electronic equipment,Manufacturing,General, 066570 KS," Investor, Supply Chain",066570.KS,2021,24849099306000,,7515385000000,74721629000000,18872877000000,2564833000000,KRW,6051516000000,148753000000,5314139000000,53481478000000,33383445000000,5462892000000,10886975000000,20098033000000
10781,Lloyds Banking Group,United Kingdom of Great Britain and Northern Ireland,,public," Benchmark, Climate High Impact Sample, Continuity Climate Change, Euro, FTSE All-World, MSCI ACWI, UK",Banks,Financial services,Services,Financial services, LLOY LN," Investor, Supply Chain",LLOY.L,2021,33907886000,,9626000000,16324000000,16324000000,5784000000,GBP,76567000000,0,264146000000,886525000000,84660000000,264146000000,84660000000,53152000000
11584,S&P Global,United States of America,,public," Benchmark, Climate High Impact Sample, Continuity Climate Change, FTSE All-World, Global 500, MSCI ACWI, S&P 500",Other financial,Specialized professional services,Services,General, SPGI US," Investor, Supply Chain",SPGI,2021,129875136000,22850,4450000000,8297000000,6102000000,3024000000,USD,6505000000,11000000,165000000,15026000000,9490000000,11000000,4606000000,5536000000
45166,Japan Real Estate Investment,Japan,,public," Benchmark, Continuity Climate Change, MSCI ACWI",REIT,Financial services,Services,Real estate, 8952 JP, Investor,8952.T,2021,904542130000,,47599357000,71845585000,38782216000,32426518000,JPY,37566086000,-1299141000,1876309000,1003583129000,487135392000,577168000,419493175000,516447737000
46741,EnPointe Technologies,United States of America,,public,,Engineering services,Specialized professional services,Services,General,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
47003,GOODWELL,China,,public,,Electronic components,Electrical & electronic equipment,Manufacturing,General,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
47100,SHENZHEN FRD,China,,public,,Communications equipment,Electrical & electronic equipment,Manufacturing,General,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
48137,"TA-I TECHNOLOGY CO., LTD.",China,,public,,Electronic components,Electrical & electronic equipment,Manufacturing,General,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
50924,Indcresa,Spain,,public,,Chocolate confection,Food & beverage processing,"Food, beverage & agriculture","Food, beverage & tobacco",, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
51086,Valmet,Finland,,public," Climate High Impact Sample, Continuity Climate Change, Environmental, Nordic",Industrial machinery,Powered machinery,Manufacturing,Capital goods, VALMT FH," Investor, Supply Chain",VALMT.HE,2021,5638113865,,521000000,3936000000,993000000,296000000,EUR,517000000,47000000,425000000,4420000000,3088000000,472000000,476000000,1332000000
51237,TYMPHANY HK LTD,China,,public,,Electronic equipment,Electrical & electronic equipment,Manufacturing,General,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
51738,MITSUBOSHI BELTING LTD,Japan,CDP Japan,public,,Rubber products,Wood & rubber products,Manufacturing,General, 5192 JP, Supply Chain,5192.T,2021,62292025180,,12739000000,74870000000,23428000000,6380000000,JPY,34708000000,-476000000,15655000000,118963000000,32086000000,15179000000,4127000000,86877000000
20606,WH Smith,United Kingdom of Great Britain and Northern Ireland,,public," Continuity Climate Change, UK",Specialist retail,Discretionary retail,Retail,General, SMWH LN, Investor,SMWH.L,2021,1934291313,,100000000,886000000,514000000,-82000000,GBP,130000000,0,4000000,1350000000,1207000000,4000000,925000000,143000000
20757,Wipro,India,,public," Benchmark, Climate High Impact Sample, Continuity Climate Change, Emerging Markets, FTSE All-World, India, MSCI ACWI",IT services,IT & software development,Services,General, WPRO IN," Investor, Supply Chain",WPRO.BO,2021,,,,,,,GBP,,,,,,,,
21115,ARÇELİK A.Ş.,Turkey,,public," Benchmark, Climate High Impact Sample, Continuity Climate Change, Environmental, Turkey",Household appliances,Electrical & electronic equipment,Manufacturing,General, ARCLK TI, Investor,ARCLK.IS,2021,31081467568,,7684663000,68184437000,20478345000,3064674000,TRY,16014589000,16094000,930962000,85078606000,64023391000,865940000,32579499000,21055215000
21134,T. İŞ BANKASI A.Ş.,Turkey,,public," Benchmark, Climate High Impact Sample, Continuity Climate Change, MSCI ACWI, Self selected companies climate change, Turkey",Banks,Financial services,Services,Financial services, ISCTR TI, Investor,ISCTR.IS,2021,5804961300,,18186508000,60044741000,60044741000,13541060000,TRY,134692660000,219396250000,3242611000,1124404073000,1028235894000,222638861000,137986953000,96168179000
21327,Adeka Corporation,Japan,,public, Japan,Other base chemicals,Chemicals,Materials,Chemicals, 4401 JP," Investor, Supply Chain",4401.T,2021,264391253101,,52243000000,363034000000,96523000000,23687000000,JPY,84249000000,2499000000,40156000000,475304000000,178434000000,33586000000,56057000000,296870000000
21338,Ahold Delhaize,Netherlands,,public," Benchmark, Benelux, Climate High Impact Sample, Continuity Climate Change, Environmental, Euro, FTSE All-World, Global 500, MSCI ACWI","Supermarkets, food & drugstores",Convenience retail,Retail,General, AD NA, Investor,AD.AS,2021,30833220000,,6410000000,75601000000,20685000000,2246000000,EUR,2993000000,135000000,244000000,45712000000,31991000000,379000000,4678000000,13721000000
21751,Guerbet,France,,public," Continuity Climate Change, France",Medical equipment,Medical equipment & supplies,"Biotech, health care & pharma",General, GBT FP, Investor,GBT.PA,2021,471070465,,92730000,732071000,175675000,32637000,EUR,115728000,42899000,12798000,1000833000,595741000,12798000,333538000,405092000
40319,Illumina Inc,United States of America,,public," Benchmark, Climate High Impact Sample, Continuity Climate Change, FTSE All-World, Global 500, MSCI ACWI, S&P 500",Medical equipment,Medical equipment & supplies,"Biotech, health care & pharma",General, ILMN US," Investor, Supply Chain",ILMN,2021,59729080000,0,-123000000,4526000000,3154000000,762000000,USD,1232000000,107000000,213000000,15217000000,4477000000,107000000,2469000000,10740000000
41827,Associated Global Logistics,Ireland,,public,,Road freight,Road transport,Transportation services,Transport services,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
45103,AbbVie Inc,United States of America,,public," Benchmark, Climate High Impact Sample, Continuity Climate Change, FTSE All-World, Global 500, MSCI ACWI, S&P 500",Pharmaceuticals,Biotech & pharma,"Biotech, health care & pharma",General, ABBV US," Investor, Supply Chain",ABBV,2021,239793400000,50000,26445000000,56197000000,38751000000,11542000000,USD,9746000000,84000000,277000000,146529000000,131093000000,361000000,76684000000,15436000000
46981,E-T-A Elektrotechnische Apparate GmbH,Germany,,public,,Electrical equipment,Electrical & electronic equipment,Manufacturing,Capital goods,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
47043,MERRY ELECTRONICS CO. LTD.,"Taiwan, Greater China",Partner - BCSD Taiwan,public,,Communications equipment,Electrical & electronic equipment,Manufacturing,General, 2439 TT, Supply Chain,2439.TW,2021,19635157048,,2399533000,36182719000,4375098000,1128485000,TWD,4841969000,1478768000,4260540000,33862624000,21708001000,5739308000,8288537000,12154623000
47067,"OUPIIN AMERICA, INC.",China,,public,,Electronic equipment,Electrical & electronic equipment,Manufacturing,General,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
47122,"Tamron Co., Ltd.",Japan,CDP Japan,public,,Industrial machinery,Powered machinery,Manufacturing,General, 7740 JP, Supply Chain,7740.T,2021,229864258125,,10639000000,57539000000,23207000000,5173000000,JPY,25797000000,0,4848000000,67065000000,14529000000,4848000000,2027000000,52536000000
47306,BOSAL NEDERLAND BV,Belgium,,public,,Fabricated metal components,Metal products manufacturing,Manufacturing,General,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
53060,M50 Concession Ltd.,Ireland,,public, Self selected companies climate change,Transportation infrastructure & other construction,Construction,Infrastructure,General, 0876412D ID, Investor,0876412D.L,2021,,,,,,,JPY,,,,,,,,
53106,Sungard Availability Services (Sungard AS),United States of America,,public,,Other professional services,Specialized professional services,Services,General,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
54747,Grupo Cooperativo Cajamar,Spain,,public, Self selected companies climate change,Banks,Financial services,Services,Financial services, 8218328Z SM, Investor,8218328Z.MC,2021,,,,,,,JPY,,,,,,,,
55752,SUNTAK CIRCUIT,China,,public,,Electronic components,Electrical & electronic equipment,Manufacturing,General,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
55860,SPIN MASTER LTD,Canada,,public," Canada, Continuity Climate Change",Toys & games,Leisure & home manufacturing,Manufacturing,General, TOY CN," Investor, Supply Chain",TOY.TO,2021,4909056000,,387900000,2042400000,1056600000,198600000,USD,562700000,0,6300000,1736700000,684300000,6300000,73000000,1052400000
56076,"SEIDO CHEMICAL INDUSTRY CO., LTD.",Japan,,public,,Other base chemicals,Chemicals,Materials,Chemicals,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
56155,SCHEUERMANN AND HEILIG,Germany,,public,,Fabricated metal components,Metal products manufacturing,Manufacturing,General,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
56306,RADIO DESIGN,United Kingdom of Great Britain and Northern Ireland,,public,,Communications equipment,Electrical & electronic equipment,Manufacturing,General,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
56480,Yapp Automotive Systems CO LTD,China,,public,,Plastic products,Plastic product manufacturing,Manufacturing,General,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
11769,Melrose PLC,United Kingdom of Great Britain and Northern Ireland,,public," Benchmark, Climate High Impact Sample, MSCI ACWI, UK",Engines & motors,Powered machinery,Manufacturing,Transport OEMS - EPM, MRO LN," Investor, Supply Chain",MRO.L,2021,5131704497,,653000000,6650000000,410000000,-500000000,GBP,473000000,0,1086000000,14022000000,6460000000,1086000000,1741000000,7540000000
12857,NTPC Ltd,India,,public," Benchmark, Climate High Impact Sample, Continuity Climate Change, Emerging Markets, Environmental, India, MSCI ACWI",Coal generation,Thermal power generation,Power generation,Electric utilities, NTPC IN, Investor,NTPC.BO,2021,1205839774783,,437792400000,1317677800000,560517300000,166759000000,INR,6757700000,19738800000,121808400000,4165964100000,2774622600000,106661000000,2107065600000,1391341500000
13314,NiSource Inc.,United States of America,,public," Benchmark, Climate High Impact Sample, Continuity Climate Change, Environmental, MSCI ACWI, S&P 500",Gas utilities,Energy utility networks,Infrastructure,General, NI US, Investor,NI,2021,12172317852,7272,1793500000,4899600000,2051300000,584900000,USD,84200000,0,259700000,24156900000,16884000000,259700000,9801500000,7272900000
13322,"Nippon Express Co., Ltd.",Japan,,public," Benchmark, Climate High Impact Sample, Continuity Climate Change, Japan, MSCI ACWI",Logistics - transport,Intermodal transport & logistics,Transportation services,Transport services, 9062 JP," Investor, Supply Chain",9062.T,2021,,,,,,,USD,,,,,,,,
13826,Oji Holdings Corporation,Japan,,public," Benchmark, Climate High Impact Sample, Continuity Climate Change, Environmental, Japan, MSCI ACWI",Paper packaging,Paper products & packaging,Manufacturing,Paper & forestry, 3861 JP," Investor, Supply Chain",3861.T,2021,551643815590,,215476000000,1470161000000,343954000000,87509000000,JPY,44749000000,11074000000,254699000000,2053752000000,1178285000000,168545000000,650507000000,875467000000
51749,MIKUNI Corporation,Japan,CDP Japan,public,,Engines & motors,Powered machinery,Manufacturing,Transport OEMS - EPM, 7247 JP, Supply Chain,7247.T,2021,10771155000,,8498000000,80789000000,14363000000,1318000000,JPY,5060000000,-1046000000,6892000000,96917000000,65002000000,5846000000,36152000000,31915000000
51753,MURAKAMI CORPORATION,Japan,,public,,Automobiles,Transportation equipment,Manufacturing,Transport OEMS,, Supply Chain,unknown,2021,,,,,,,,,,,,,,,
